Bpipi_ybin1  0.29080  0.03491
Bpipi_ybin2  0.26600  0.03194
Bpipi_ybin3  0.24170  0.02902
Bpipi_ybin4  0.21490  0.02581
Bpipi_ybin5  0.18770  0.02255
Bpipi_ybin6  0.15910  0.01912
Bpipi_ybin7  0.13070  0.01572
Bpipi_ybin8  0.10470  0.01260
Bpipi_ybin9  0.08100  0.00977
Bpipi_ybin10  0.06000  0.00727
Bpipi_ybin11  0.04320  0.00528
Bpipi_ybin12  0.02940  0.00367
Bpipi_ybin13  0.01870  0.00246
Bpipi_ybin14  0.01090  0.00165
Bpipi_ybin15  0.00520  0.00118
Bpipi_ybin16  0.00150  0.00102
Bpipi_ybin17  0.00010  0.00100
BKK_ybin1  0.08720  0.01051
BKK_ybin2  0.07810  0.00943
BKK_ybin3  0.06960  0.00841
BKK_ybin4  0.06030  0.00730
BKK_ybin5  0.05030  0.00612
BKK_ybin6  0.04250  0.00520
BKK_ybin7  0.03420  0.00422
BKK_ybin8  0.02780  0.00348
BKK_ybin9  0.02010  0.00261
BKK_ybin10  0.01430  0.00199
BKK_ybin11  0.00920  0.00149
BKK_ybin12  0.00530  0.00119
BKK_ybin13  0.00260  0.00105
BKK_ybin14  0.00100  0.00101
BKK_ybin15  0.00010  0.00100
BKK_ybin16  0.00000  0.00100
BKK_ybin17  0.00000  0.00100
BpK_ybin1  0.02900  0.00362
BpK_ybin2  0.02590  0.00326
BpK_ybin3  0.01770  0.00235
BpK_ybin4  0.01320  0.00187
BpK_ybin5  0.00870  0.00145
BpK_ybin6  0.00470  0.00115
BpK_ybin7  0.00210  0.00103
BpK_ybin8  0.00030  0.00100
BpK_ybin9 -0.00100  0.00101
BpK_ybin10 -0.00140  0.00101
BpK_ybin11 -0.00070  0.00100
BpK_ybin12 -0.00070  0.00100
BpK_ybin13 -0.00020  0.00100
BpK_ybin14 -0.00010  0.00100
BpK_ybin15 -0.00000  0.00100
BpK_ybin16  0.00000  0.00100
BpK_ybin17  0.00000  0.00100
Bppbar_ybin1  0.09340  0.01125
Bppbar_ybin2  0.08660  0.01044
Bppbar_ybin3  0.07790  0.00940
Bppbar_ybin4  0.07670  0.00926
Bppbar_ybin5  0.06430  0.00778
Bppbar_ybin6  0.05530  0.00671
Bppbar_ybin7  0.04500  0.00549
Bppbar_ybin8  0.03310  0.00410
Bppbar_ybin9  0.02590  0.00326
Bppbar_ybin10  0.01740  0.00232
Bppbar_ybin11  0.00790  0.00138
Bppbar_ybin12  0.00470  0.00115
Bppbar_ybin13  0.00190  0.00103
Bppbar_ybin14  0.00060  0.00100
Bppbar_ybin15  0.00010  0.00100
Bppbar_ybin16  0.00000  0.00100
Bppbar_ybin17  0.00000  0.00100
meanpt_pion 453.848 27.2309
meanpt_kaon 723.307 43.3984
meanpt_proton 1123.36 67.4016
