# ICODE=0, JCODE=0
# Normalized GAUSSIAN BF, SIGMA_GAUSS=0.3
# NSAMPLE=100000, Tblast=100, UPERPblast(x,y)=(0.75,0.75)
# BARYON_FUDGE=0.75
# ------- normalization=0.258428 -----------------
#dely    BF
0.050  0.3973  0.0031
0.150  0.3748  0.0030
0.250  0.3268  0.0028
0.350  0.3121  0.0027
0.450  0.2563  0.0024
0.550  0.2057  0.0020
0.650  0.1878  0.0020
0.750  0.1423  0.0016
0.850  0.1210  0.0015
0.950  0.0902  0.0012
1.050  0.0639  0.0009
1.150  0.0494  0.0008
1.250  0.0307  0.0006
1.350  0.0133  0.0003
1.450  0.0067  0.0002
1.550  0.0072  0.0002
1.650 -0.0014 -0.0001
1.750  0.0003  0.0000
