# ICODE=2212, JCODE=-2212
# Normalized GAUSSIAN BF, SIGMA_GAUSS=0.3
# NSAMPLE=100000, Tblast=100, UPERPblast(x,y)=(0.75,0.75)
# BARYON_FUDGE=0.75
# ------- normalization=-0.0211633 -----------------
#dely    BF
0.050 -0.0502 -0.0087
0.150 -0.0332 -0.0055
0.250 -0.0371 -0.0071
0.350  0.0049  0.0010
0.450 -0.0001 -0.0000
0.550 -0.0177 -0.0044
0.650 -0.0177 -0.0040
0.750 -0.0146 -0.0039
0.850 -0.0056 -0.0016
0.950 -0.0152 -0.0054
1.050 -0.0056 -0.0040
1.150 -0.0094 -0.0038
1.250 -0.0024 -0.0024
1.350 -0.0021 -0.0021
1.450 -0.0057 -0.0057
1.550  0.0000  0.0000
1.650  0.0000  0.0000
1.750  0.0000  0.0000
