'InvCoshPar_uu_width','InvCoshPar_uu_g0','InvCoshPar_uu_g1','InvCoshPar_uu_g2','InvCoshPar_uu_g3','InvCoshPar_uu_g4','InvCoshPar_ud_width','InvCoshPar_ud_g0','InvCoshPar_ud_g1','InvCoshPar_ud_g2','InvCoshPar_ud_g3','InvCoshPar_ud_g4','InvCoshPar_us_width','InvCoshPar_us_g0','InvCoshPar_us_g1','InvCoshPar_us_g2','InvCoshPar_us_g3','InvCoshPar_us_g4','InvCoshPar_ss_width','InvCoshPar_ss_g0','InvCoshPar_ss_g1','InvCoshPar_ss_g2','InvCoshPar_ss_g3','InvCoshPar_ss_g4'
1.06404,-0.0814944,0.322402,0.0399771,0.0461856,0.000436338,1.11438,0.374131,-0.332086,-0.0688081,0.00252911,0.0122881,1.26458,-0.178474,-0.0457563,0.116493,0.0195356,-0.00550906,1.33021,-0.121557,0.149178,-0.175177,-0.0322359,-0.00395551
0.982054,-0.0891927,0.361391,-0.00853738,0.0338185,-0.00893847,1.37487,0.55057,-0.632643,-0.0117322,-0.0285309,0.00449026,1.14988,-0.128303,-0.0833892,-0.0348218,0.0637091,0.0106262,1.51808,0.0867833,0.00978517,-0.121466,-0.00902902,0.000558353
0.982054,-0.0891927,0.361391,-0.00853738,0.0338185,-0.00893847,1.37487,0.55057,-0.632643,-0.0117322,-0.0285309,0.00449026,1.14988,-0.128303,-0.0833892,-0.0348218,0.0637091,0.0106262,1.51808,0.0867833,0.00978517,-0.121466,-0.00902902,0.000558353
1.09062,-0.461614,-0.103428,-0.0866783,0.00861037,-0.0137577,1.44274,0.30213,-0.806681,0.029349,-0.0154384,0.000763198,1.12052,-0.462957,-0.30878,-0.240964,0.0444408,0.0073147,1.46354,0.460465,-0.093665,-0.177531,-0.0192813,-0.00810864
1.36236,-0.506777,-0.0685621,-0.0369379,0.0152883,-0.00676158,1.28386,0.0557112,-0.420565,-0.0259225,-0.0602117,0.0153029,1.12902,-0.31981,-0.782638,-0.255903,0.0667466,0.016321,1.54381,0.522209,-0.179945,-0.263278,-0.0417285,-0.0142524
1.43306,-0.201948,-0.00424273,-0.0775551,-0.0318581,-0.0192141,1.07924,0.257802,-0.302889,0.0256416,-0.0561174,0.00310736,1.33148,-0.0387025,-0.553985,-0.16961,0.0530637,0.0215637,1.767,0.778895,0.173284,-0.137766,-0.0288232,-0.0134548
1.43306,-0.201948,-0.00424273,-0.0775551,-0.0318581,-0.0192141,1.07924,0.257802,-0.302889,0.0256416,-0.0561174,0.00310736,1.33148,-0.0387025,-0.553985,-0.16961,0.0530637,0.0215637,1.767,0.778895,0.173284,-0.137766,-0.0288232,-0.0134548
1.54001,-0.291885,0.0368185,-0.135862,-0.00217251,-0.0115939,1.07646,0.653011,-0.252227,0.0704578,-0.0487244,0.0045758,1.48835,-0.0841092,-0.576239,-0.0139854,0.0822447,0.0232698,1.83124,0.697245,0.305228,-0.254403,-0.0572785,-0.000555667
1.66663,-0.20956,-0.0341392,-0.123096,0.00975025,-0.0128998,1.1688,0.617345,-0.372747,0.026417,-0.06008,-0.00456668,1.47785,-0.0266282,-0.386772,-0.0665422,0.0372317,0.0222754,1.97635,0.609558,0.683275,-0.329433,-0.0762154,0.0110858
1.66663,-0.20956,-0.0341392,-0.123096,0.00975025,-0.0128998,1.1688,0.617345,-0.372747,0.026417,-0.06008,-0.00456668,1.47785,-0.0266282,-0.386772,-0.0665422,0.0372317,0.0222754,1.97635,0.609558,0.683275,-0.329433,-0.0762154,0.0110858
1.66663,-0.20956,-0.0341392,-0.123096,0.00975025,-0.0128998,1.1688,0.617345,-0.372747,0.026417,-0.06008,-0.00456668,1.47785,-0.0266282,-0.386772,-0.0665422,0.0372317,0.0222754,1.97635,0.609558,0.683275,-0.329433,-0.0762154,0.0110858
1.66663,-0.20956,-0.0341392,-0.123096,0.00975025,-0.0128998,1.1688,0.617345,-0.372747,0.026417,-0.06008,-0.00456668,1.47785,-0.0266282,-0.386772,-0.0665422,0.0372317,0.0222754,1.97635,0.609558,0.683275,-0.329433,-0.0762154,0.0110858
1.66663,-0.20956,-0.0341392,-0.123096,0.00975025,-0.0128998,1.1688,0.617345,-0.372747,0.026417,-0.06008,-0.00456668,1.47785,-0.0266282,-0.386772,-0.0665422,0.0372317,0.0222754,1.97635,0.609558,0.683275,-0.329433,-0.0762154,0.0110858
1.66663,-0.20956,-0.0341392,-0.123096,0.00975025,-0.0128998,1.1688,0.617345,-0.372747,0.026417,-0.06008,-0.00456668,1.47785,-0.0266282,-0.386772,-0.0665422,0.0372317,0.0222754,1.97635,0.609558,0.683275,-0.329433,-0.0762154,0.0110858
1.66915,-0.114225,0.0752624,-0.161761,0.0211604,-0.0119814,1.26529,0.297033,-0.408319,0.13553,-0.0300406,-0.0109586,1.63329,-0.232642,-0.414045,-0.173971,0.058713,0.0184526,1.90343,0.450835,0.62989,-0.414504,0.00174637,0.0186081
1.97174,-0.195176,-0.221178,-0.0377444,0.0510823,-0.0180845,1.32823,0.360056,-0.397678,0.198198,-0.049271,0.00837039,1.78782,-0.244734,-0.292354,-0.0996271,0.0311193,0.0262398,1.94957,0.314055,0.588803,-0.477339,0.0184971,0.0186331
1.97174,-0.195176,-0.221178,-0.0377444,0.0510823,-0.0180845,1.32823,0.360056,-0.397678,0.198198,-0.049271,0.00837039,1.78782,-0.244734,-0.292354,-0.0996271,0.0311193,0.0262398,1.94957,0.314055,0.588803,-0.477339,0.0184971,0.0186331
1.97174,-0.195176,-0.221178,-0.0377444,0.0510823,-0.0180845,1.32823,0.360056,-0.397678,0.198198,-0.049271,0.00837039,1.78782,-0.244734,-0.292354,-0.0996271,0.0311193,0.0262398,1.94957,0.314055,0.588803,-0.477339,0.0184971,0.0186331
1.97174,-0.195176,-0.221178,-0.0377444,0.0510823,-0.0180845,1.32823,0.360056,-0.397678,0.198198,-0.049271,0.00837039,1.78782,-0.244734,-0.292354,-0.0996271,0.0311193,0.0262398,1.94957,0.314055,0.588803,-0.477339,0.0184971,0.0186331
1.97174,-0.195176,-0.221178,-0.0377444,0.0510823,-0.0180845,1.32823,0.360056,-0.397678,0.198198,-0.049271,0.00837039,1.78782,-0.244734,-0.292354,-0.0996271,0.0311193,0.0262398,1.94957,0.314055,0.588803,-0.477339,0.0184971,0.0186331
1.97174,-0.195176,-0.221178,-0.0377444,0.0510823,-0.0180845,1.32823,0.360056,-0.397678,0.198198,-0.049271,0.00837039,1.78782,-0.244734,-0.292354,-0.0996271,0.0311193,0.0262398,1.94957,0.314055,0.588803,-0.477339,0.0184971,0.0186331
1.97174,-0.195176,-0.221178,-0.0377444,0.0510823,-0.0180845,1.32823,0.360056,-0.397678,0.198198,-0.049271,0.00837039,1.78782,-0.244734,-0.292354,-0.0996271,0.0311193,0.0262398,1.94957,0.314055,0.588803,-0.477339,0.0184971,0.0186331
1.97174,-0.195176,-0.221178,-0.0377444,0.0510823,-0.0180845,1.32823,0.360056,-0.397678,0.198198,-0.049271,0.00837039,1.78782,-0.244734,-0.292354,-0.0996271,0.0311193,0.0262398,1.94957,0.314055,0.588803,-0.477339,0.0184971,0.0186331
1.97174,-0.195176,-0.221178,-0.0377444,0.0510823,-0.0180845,1.32823,0.360056,-0.397678,0.198198,-0.049271,0.00837039,1.78782,-0.244734,-0.292354,-0.0996271,0.0311193,0.0262398,1.94957,0.314055,0.588803,-0.477339,0.0184971,0.0186331
1.97174,-0.195176,-0.221178,-0.0377444,0.0510823,-0.0180845,1.32823,0.360056,-0.397678,0.198198,-0.049271,0.00837039,1.78782,-0.244734,-0.292354,-0.0996271,0.0311193,0.0262398,1.94957,0.314055,0.588803,-0.477339,0.0184971,0.0186331
1.80688,-0.316864,-0.328804,0.0773662,0.0379468,-0.0113404,1.35946,0.22892,-0.434433,0.153083,-0.0812713,-0.00359538,1.61681,-0.194005,-0.272565,-0.0834044,0.0290939,0.020213,1.77955,0.597411,0.30008,-0.486642,0.0145642,0.0211862
1.80688,-0.316864,-0.328804,0.0773662,0.0379468,-0.0113404,1.35946,0.22892,-0.434433,0.153083,-0.0812713,-0.00359538,1.61681,-0.194005,-0.272565,-0.0834044,0.0290939,0.020213,1.77955,0.597411,0.30008,-0.486642,0.0145642,0.0211862
1.80688,-0.316864,-0.328804,0.0773662,0.0379468,-0.0113404,1.35946,0.22892,-0.434433,0.153083,-0.0812713,-0.00359538,1.61681,-0.194005,-0.272565,-0.0834044,0.0290939,0.020213,1.77955,0.597411,0.30008,-0.486642,0.0145642,0.0211862
1.66165,0.15281,-0.102452,0.0516922,0.061399,-0.00744038,1.42255,-0.129405,-0.460929,0.139533,-0.0993199,0.00240316,1.47761,-0.316758,-0.46188,-0.194727,-0.0216746,0.0307172,1.75267,0.521864,0.29161,-0.367874,0.00261786,0.0233308
1.66165,0.15281,-0.102452,0.0516922,0.061399,-0.00744038,1.42255,-0.129405,-0.460929,0.139533,-0.0993199,0.00240316,1.47761,-0.316758,-0.46188,-0.194727,-0.0216746,0.0307172,1.75267,0.521864,0.29161,-0.367874,0.00261786,0.0233308
1.58482,0.423614,0.145598,0.141817,0.0895228,-0.0134125,1.77928,-0.137801,-0.236419,0.0511519,-0.131878,-0.00119744,1.5187,-0.338595,-0.233889,-0.103666,-0.0714259,0.0345977,1.96805,0.528941,0.518231,-0.42885,0.00975146,0.0336491
1.58482,0.423614,0.145598,0.141817,0.0895228,-0.0134125,1.77928,-0.137801,-0.236419,0.0511519,-0.131878,-0.00119744,1.5187,-0.338595,-0.233889,-0.103666,-0.0714259,0.0345977,1.96805,0.528941,0.518231,-0.42885,0.00975146,0.0336491
1.57119,0.181064,0.529684,0.0429855,0.077807,-0.0182331,1.89843,-0.210728,-0.57585,0.126205,-0.138438,-0.0189877,1.48816,-0.970729,-0.250842,-0.163,-0.124762,0.031038,1.89686,0.497122,0.385955,-0.299931,-0.0328345,0.0346092
1.57119,0.181064,0.529684,0.0429855,0.077807,-0.0182331,1.89843,-0.210728,-0.57585,0.126205,-0.138438,-0.0189877,1.48816,-0.970729,-0.250842,-0.163,-0.124762,0.031038,1.89686,0.497122,0.385955,-0.299931,-0.0328345,0.0346092
1.57119,0.181064,0.529684,0.0429855,0.077807,-0.0182331,1.89843,-0.210728,-0.57585,0.126205,-0.138438,-0.0189877,1.48816,-0.970729,-0.250842,-0.163,-0.124762,0.031038,1.89686,0.497122,0.385955,-0.299931,-0.0328345,0.0346092
1.57119,0.181064,0.529684,0.0429855,0.077807,-0.0182331,1.89843,-0.210728,-0.57585,0.126205,-0.138438,-0.0189877,1.48816,-0.970729,-0.250842,-0.163,-0.124762,0.031038,1.89686,0.497122,0.385955,-0.299931,-0.0328345,0.0346092
1.62115,0.218855,0.979022,-0.10251,0.085611,-0.0275013,1.92578,0.170341,-0.287014,0.204674,-0.154018,-0.0113843,1.53309,-0.786941,-0.483008,-0.262406,-0.110669,0.0251653,1.98291,0.211041,0.395823,-0.237092,-0.0131753,0.0283383
1.62115,0.218855,0.979022,-0.10251,0.085611,-0.0275013,1.92578,0.170341,-0.287014,0.204674,-0.154018,-0.0113843,1.53309,-0.786941,-0.483008,-0.262406,-0.110669,0.0251653,1.98291,0.211041,0.395823,-0.237092,-0.0131753,0.0283383
1.45349,0.457558,0.656655,-0.207929,0.10942,-0.0250529,1.59874,-0.171731,-0.353793,0.281967,-0.158701,-0.00922713,1.51162,-0.438763,-0.281744,-0.435528,-0.117025,0.0265479,1.73445,0.324743,0.479365,-0.142478,-0.00922488,0.02396
1.45349,0.457558,0.656655,-0.207929,0.10942,-0.0250529,1.59874,-0.171731,-0.353793,0.281967,-0.158701,-0.00922713,1.51162,-0.438763,-0.281744,-0.435528,-0.117025,0.0265479,1.73445,0.324743,0.479365,-0.142478,-0.00922488,0.02396
1.45349,0.457558,0.656655,-0.207929,0.10942,-0.0250529,1.59874,-0.171731,-0.353793,0.281967,-0.158701,-0.00922713,1.51162,-0.438763,-0.281744,-0.435528,-0.117025,0.0265479,1.73445,0.324743,0.479365,-0.142478,-0.00922488,0.02396
1.45349,0.457558,0.656655,-0.207929,0.10942,-0.0250529,1.59874,-0.171731,-0.353793,0.281967,-0.158701,-0.00922713,1.51162,-0.438763,-0.281744,-0.435528,-0.117025,0.0265479,1.73445,0.324743,0.479365,-0.142478,-0.00922488,0.02396
1.45349,0.457558,0.656655,-0.207929,0.10942,-0.0250529,1.59874,-0.171731,-0.353793,0.281967,-0.158701,-0.00922713,1.51162,-0.438763,-0.281744,-0.435528,-0.117025,0.0265479,1.73445,0.324743,0.479365,-0.142478,-0.00922488,0.02396
1.45349,0.457558,0.656655,-0.207929,0.10942,-0.0250529,1.59874,-0.171731,-0.353793,0.281967,-0.158701,-0.00922713,1.51162,-0.438763,-0.281744,-0.435528,-0.117025,0.0265479,1.73445,0.324743,0.479365,-0.142478,-0.00922488,0.02396
1.45349,0.457558,0.656655,-0.207929,0.10942,-0.0250529,1.59874,-0.171731,-0.353793,0.281967,-0.158701,-0.00922713,1.51162,-0.438763,-0.281744,-0.435528,-0.117025,0.0265479,1.73445,0.324743,0.479365,-0.142478,-0.00922488,0.02396
1.19968,0.628897,0.849145,-0.327573,0.0811795,-0.0342905,1.2595,-0.217701,-0.280943,0.259269,-0.113475,-0.00748705,1.33047,-0.361188,-0.209778,-0.383096,-0.0849373,0.019482,1.48344,0.352264,0.61199,-0.215483,0.0159676,0.0190468
1.19968,0.628897,0.849145,-0.327573,0.0811795,-0.0342905,1.2595,-0.217701,-0.280943,0.259269,-0.113475,-0.00748705,1.33047,-0.361188,-0.209778,-0.383096,-0.0849373,0.019482,1.48344,0.352264,0.61199,-0.215483,0.0159676,0.0190468
1.19968,0.628897,0.849145,-0.327573,0.0811795,-0.0342905,1.2595,-0.217701,-0.280943,0.259269,-0.113475,-0.00748705,1.33047,-0.361188,-0.209778,-0.383096,-0.0849373,0.019482,1.48344,0.352264,0.61199,-0.215483,0.0159676,0.0190468
1.19968,0.628897,0.849145,-0.327573,0.0811795,-0.0342905,1.2595,-0.217701,-0.280943,0.259269,-0.113475,-0.00748705,1.33047,-0.361188,-0.209778,-0.383096,-0.0849373,0.019482,1.48344,0.352264,0.61199,-0.215483,0.0159676,0.0190468
1.19968,0.628897,0.849145,-0.327573,0.0811795,-0.0342905,1.2595,-0.217701,-0.280943,0.259269,-0.113475,-0.00748705,1.33047,-0.361188,-0.209778,-0.383096,-0.0849373,0.019482,1.48344,0.352264,0.61199,-0.215483,0.0159676,0.0190468
1.15351,0.429915,0.854281,-0.346297,0.119236,-0.0411686,1.2066,0.0614587,-0.547853,0.173115,-0.0725948,-0.00259869,1.5705,-0.190279,-0.561427,-0.319255,-0.0681014,0.0272209,1.34583,0.237244,0.638047,-0.207691,0.0334417,0.0229395
