Bpipi_ybin1  0.28140  0.03378
Bpipi_ybin2  0.25640  0.03078
Bpipi_ybin3  0.23300  0.02798
Bpipi_ybin4  0.20860  0.02505
Bpipi_ybin5  0.18360  0.02205
Bpipi_ybin6  0.15550  0.01869
Bpipi_ybin7  0.13020  0.01566
Bpipi_ybin8  0.10530  0.01268
Bpipi_ybin9  0.08270  0.00997
Bpipi_ybin10  0.06170  0.00747
Bpipi_ybin11  0.04460  0.00544
Bpipi_ybin12  0.03060  0.00381
Bpipi_ybin13  0.01970  0.00257
Bpipi_ybin14  0.01180  0.00173
Bpipi_ybin15  0.00550  0.00120
Bpipi_ybin16  0.00160  0.00102
Bpipi_ybin17  0.00010  0.00100
BKK_ybin1  0.08160  0.00984
BKK_ybin2  0.07560  0.00913
BKK_ybin3  0.06740  0.00815
BKK_ybin4  0.05740  0.00696
BKK_ybin5  0.05050  0.00614
BKK_ybin6  0.04200  0.00514
BKK_ybin7  0.03390  0.00419
BKK_ybin8  0.02690  0.00338
BKK_ybin9  0.02020  0.00262
BKK_ybin10  0.01390  0.00194
BKK_ybin11  0.00900  0.00147
BKK_ybin12  0.00500  0.00117
BKK_ybin13  0.00220  0.00103
BKK_ybin14  0.00080  0.00100
BKK_ybin15  0.00010  0.00100
BKK_ybin16  0.00000  0.00100
BKK_ybin17  0.00000  0.00100
BpK_ybin1  0.02350  0.00299
BpK_ybin2  0.02010  0.00261
BpK_ybin3  0.01820  0.00240
BpK_ybin4  0.01170  0.00172
BpK_ybin5  0.00860  0.00144
BpK_ybin6  0.00460  0.00114
BpK_ybin7  0.00230  0.00104
BpK_ybin8  0.00180  0.00102
BpK_ybin9 -0.00030  0.00100
BpK_ybin10 -0.00010  0.00100
BpK_ybin11 -0.00000  0.00100
BpK_ybin12 -0.00060  0.00100
BpK_ybin13 -0.00020  0.00100
BpK_ybin14 -0.00010  0.00100
BpK_ybin15 -0.00000  0.00100
BpK_ybin16  0.00000  0.00100
BpK_ybin17  0.00000  0.00100
Bppbar_ybin1  0.09510  0.01146
Bppbar_ybin2  0.08630  0.01040
Bppbar_ybin3  0.08750  0.01055
Bppbar_ybin4  0.07420  0.00896
Bppbar_ybin5  0.06730  0.00814
Bppbar_ybin6  0.05310  0.00645
Bppbar_ybin7  0.04410  0.00539
Bppbar_ybin8  0.03250  0.00403
Bppbar_ybin9  0.01980  0.00258
Bppbar_ybin10  0.01500  0.00206
Bppbar_ybin11  0.00900  0.00147
Bppbar_ybin12  0.00260  0.00105
Bppbar_ybin13  0.00160  0.00102
Bppbar_ybin14  0.00070  0.00100
Bppbar_ybin15  0.00000  0.00100
Bppbar_ybin16  0.00000  0.00100
Bppbar_ybin17  0.00000  0.00100
meanpt_pion 434.665 26.0799
meanpt_kaon 683.232 40.9939
meanpt_proton 1044.3 62.658
