Bpipi_ybin1  0.28860  0.03465
Bpipi_ybin2  0.26590  0.03192
Bpipi_ybin3  0.23900  0.02870
Bpipi_ybin4  0.21470  0.02578
Bpipi_ybin5  0.18780  0.02256
Bpipi_ybin6  0.15790  0.01897
Bpipi_ybin7  0.13230  0.01591
Bpipi_ybin8  0.10660  0.01283
Bpipi_ybin9  0.08330  0.01005
Bpipi_ybin10  0.06290  0.00761
Bpipi_ybin11  0.04490  0.00548
Bpipi_ybin12  0.03030  0.00377
Bpipi_ybin13  0.02010  0.00261
Bpipi_ybin14  0.01150  0.00170
Bpipi_ybin15  0.00540  0.00119
Bpipi_ybin16  0.00150  0.00102
Bpipi_ybin17  0.00010  0.00100
BKK_ybin1  0.08010  0.00966
BKK_ybin2  0.07330  0.00885
BKK_ybin3  0.06720  0.00813
BKK_ybin4  0.05860  0.00710
BKK_ybin5  0.05170  0.00628
BKK_ybin6  0.04360  0.00533
BKK_ybin7  0.03530  0.00435
BKK_ybin8  0.02860  0.00357
BKK_ybin9  0.02150  0.00277
BKK_ybin10  0.01530  0.00209
BKK_ybin11  0.01000  0.00156
BKK_ybin12  0.00520  0.00118
BKK_ybin13  0.00290  0.00106
BKK_ybin14  0.00090  0.00101
BKK_ybin15  0.00020  0.00100
BKK_ybin16  0.00000  0.00100
BKK_ybin17  0.00000  0.00100
BpK_ybin1  0.02580  0.00325
BpK_ybin2  0.02230  0.00286
BpK_ybin3  0.01950  0.00254
BpK_ybin4  0.01380  0.00193
BpK_ybin5  0.00930  0.00150
BpK_ybin6  0.00500  0.00117
BpK_ybin7  0.00340  0.00108
BpK_ybin8  0.00030  0.00100
BpK_ybin9  0.00020  0.00100
BpK_ybin10 -0.00110  0.00101
BpK_ybin11 -0.00110  0.00101
BpK_ybin12 -0.00110  0.00101
BpK_ybin13 -0.00000  0.00100
BpK_ybin14 -0.00010  0.00100
BpK_ybin15 -0.00000  0.00100
BpK_ybin16  0.00000  0.00100
BpK_ybin17  0.00000  0.00100
Bppbar_ybin1  0.10870  0.01308
Bppbar_ybin2  0.07200  0.00870
Bppbar_ybin3  0.08140  0.00982
Bppbar_ybin4  0.07780  0.00939
Bppbar_ybin5  0.06790  0.00821
Bppbar_ybin6  0.05080  0.00618
Bppbar_ybin7  0.04870  0.00593
Bppbar_ybin8  0.03470  0.00428
Bppbar_ybin9  0.02680  0.00337
Bppbar_ybin10  0.01680  0.00225
Bppbar_ybin11  0.01320  0.00187
Bppbar_ybin12  0.00660  0.00128
Bppbar_ybin13  0.00190  0.00103
Bppbar_ybin14  0.00010  0.00100
Bppbar_ybin15  0.00000  0.00100
Bppbar_ybin16  0.00000  0.00100
Bppbar_ybin17  0.00000  0.00100
meanpt_pion 460.412 27.6247
meanpt_kaon 726.675 43.6005
meanpt_proton 1111.03 66.6618
