# ICODE=211, JCODE=-211
# Normalized GAUSSIAN BF, SIGMA_GAUSS=0.3
# NSAMPLE=100000, Tblast=100, UPERPblast(x,y)=(0.75,0.75)
# BARYON_FUDGE=0.75
# ------- normalization=-0.0218866 -----------------
#dely    BF
0.050 -0.0349 -0.0003
0.150 -0.0513 -0.0005
0.250 -0.0614 -0.0006
0.350 -0.0526 -0.0005
0.450 -0.0269 -0.0003
0.550 -0.0110 -0.0001
0.650  0.0142  0.0002
0.750 -0.0038 -0.0000
0.850  0.0035  0.0000
0.950 -0.0044 -0.0001
1.050  0.0067  0.0001
1.150 -0.0039 -0.0001
1.250  0.0041  0.0001
1.350 -0.0014 -0.0000
1.450  0.0026  0.0001
1.550  0.0002  0.0000
1.650  0.0016  0.0001
1.750 -0.0000 -0.0000
