# ICODE=1701080941, JCODE=0
# Normalized GAUSSIAN BF, SIGMA_GAUSS=0.3
# NSAMPLE=100000, Tblast=100, UPERPblast(x,y)=(0.75,0.75)
# BARYON_FUDGE=0.75
# ------- normalization=0.0333252 -----------------
#dely    BF
0.050 -0.0267 -0.0002
0.150 -0.0097 -0.0001
0.250 -0.0048 -0.0000
0.350 -0.0088 -0.0001
0.450  0.0074  0.0001
0.550  0.0175  0.0002
0.650  0.0255  0.0003
0.750  0.0388  0.0004
0.850  0.0353  0.0004
0.950  0.0345  0.0004
1.050  0.0579  0.0008
1.150  0.0388  0.0006
1.250  0.0409  0.0007
1.350  0.0282  0.0006
1.450  0.0221  0.0005
1.550  0.0211  0.0006
1.650  0.0081  0.0003
1.750  0.0071  0.0004
