# ICODE=1701080941, JCODE=0
# Normalized GAUSSIAN BF, SIGMA_GAUSS=0.3
# NSAMPLE=100000, Tblast=100, UPERPblast(x,y)=(0.75,0.75)
# BARYON_FUDGE=0.75
# ------- normalization=0.054853 -----------------
#dely    BF
0.050  0.0142  0.0001
0.150 -0.0054 -0.0000
0.250  0.0051  0.0000
0.350  0.0203  0.0002
0.450  0.0449  0.0004
0.550  0.0423  0.0004
0.650  0.0480  0.0005
0.750  0.0593  0.0006
0.850  0.0463  0.0005
0.950  0.0575  0.0007
1.050  0.0469  0.0006
1.150  0.0381  0.0006
1.250  0.0407  0.0007
1.350  0.0332  0.0006
1.450  0.0294  0.0007
1.550  0.0128  0.0004
1.650  0.0143  0.0005
1.750  0.0007  0.0001
