# ICODE=321, JCODE=-2212
# Normalized GAUSSIAN BF, SIGMA_GAUSS=0.3
# NSAMPLE=100000, Tblast=100, UPERPblast(x,y)=(0.75,0.75)
# BARYON_FUDGE=0.75
# ------- normalization=-0.0199224 -----------------
#dely    BF
0.050 -0.0742 -0.0053
0.150 -0.0341 -0.0026
0.250 -0.0220 -0.0018
0.350 -0.0143 -0.0013
0.450 -0.0207 -0.0020
0.550 -0.0257 -0.0025
0.650 -0.0027 -0.0003
0.750 -0.0051 -0.0006
0.850 -0.0096 -0.0014
0.950  0.0036  0.0007
1.050  0.0042  0.0009
1.150 -0.0007 -0.0003
1.250  0.0020  0.0009
1.350  0.0000  0.0000
1.450  0.0000  0.0000
1.550  0.0000  0.0000
1.650  0.0000  0.0000
1.750  0.0000  0.0000
