Bpipi_ybin1  0.28590  0.03432
Bpipi_ybin2  0.26270  0.03154
Bpipi_ybin3  0.23710  0.02847
Bpipi_ybin4  0.21140  0.02539
Bpipi_ybin5  0.18330  0.02202
Bpipi_ybin6  0.15550  0.01869
Bpipi_ybin7  0.12930  0.01555
Bpipi_ybin8  0.10410  0.01253
Bpipi_ybin9  0.07990  0.00964
Bpipi_ybin10  0.05980  0.00725
Bpipi_ybin11  0.04370  0.00534
Bpipi_ybin12  0.02980  0.00371
Bpipi_ybin13  0.01880  0.00247
Bpipi_ybin14  0.01090  0.00165
Bpipi_ybin15  0.00520  0.00118
Bpipi_ybin16  0.00140  0.00101
Bpipi_ybin17  0.00010  0.00100
BKK_ybin1  0.08550  0.01031
BKK_ybin2  0.07800  0.00941
BKK_ybin3  0.06750  0.00816
BKK_ybin4  0.06050  0.00733
BKK_ybin5  0.05090  0.00619
BKK_ybin6  0.04320  0.00528
BKK_ybin7  0.03380  0.00418
BKK_ybin8  0.02670  0.00336
BKK_ybin9  0.02000  0.00260
BKK_ybin10  0.01390  0.00194
BKK_ybin11  0.00920  0.00149
BKK_ybin12  0.00510  0.00117
BKK_ybin13  0.00220  0.00103
BKK_ybin14  0.00090  0.00101
BKK_ybin15  0.00020  0.00100
BKK_ybin16  0.00000  0.00100
BKK_ybin17  0.00000  0.00100
BpK_ybin1  0.02680  0.00337
BpK_ybin2  0.02320  0.00296
BpK_ybin3  0.02060  0.00267
BpK_ybin4  0.01370  0.00192
BpK_ybin5  0.00840  0.00142
BpK_ybin6  0.00420  0.00112
BpK_ybin7  0.00240  0.00104
BpK_ybin8  0.00070  0.00100
BpK_ybin9 -0.00000  0.00100
BpK_ybin10 -0.00080  0.00100
BpK_ybin11 -0.00100  0.00101
BpK_ybin12 -0.00030  0.00100
BpK_ybin13 -0.00030  0.00100
BpK_ybin14 -0.00010  0.00100
BpK_ybin15 -0.00000  0.00100
BpK_ybin16  0.00000  0.00100
BpK_ybin17  0.00000  0.00100
Bppbar_ybin1  0.06920  0.00836
Bppbar_ybin2  0.05600  0.00679
Bppbar_ybin3  0.06270  0.00759
Bppbar_ybin4  0.06250  0.00757
Bppbar_ybin5  0.05320  0.00646
Bppbar_ybin6  0.06020  0.00729
Bppbar_ybin7  0.04410  0.00539
Bppbar_ybin8  0.03520  0.00434
Bppbar_ybin9  0.02610  0.00329
Bppbar_ybin10  0.01900  0.00249
Bppbar_ybin11  0.01130  0.00168
Bppbar_ybin12  0.00490  0.00116
Bppbar_ybin13  0.00200  0.00103
Bppbar_ybin14  0.00080  0.00100
Bppbar_ybin15  0.00010  0.00100
Bppbar_ybin16  0.00000  0.00100
Bppbar_ybin17  0.00000  0.00100
meanpt_pion 445.327 26.7196
meanpt_kaon 708.255 42.4953
meanpt_proton 1104.79 66.2874
