# ICODE=1701080941, JCODE=0
# Normalized GAUSSIAN BF, SIGMA_GAUSS=0.3
# NSAMPLE=100000, Tblast=100, UPERPblast(x,y)=(0.75,0.75)
# BARYON_FUDGE=0.75
# ------- normalization=0.157933 -----------------
#dely    BF
0.050  0.2384  0.0019
0.150  0.2385  0.0019
0.250  0.1959  0.0017
0.350  0.1798  0.0016
0.450  0.1574  0.0014
0.550  0.1306  0.0013
0.650  0.1120  0.0012
0.750  0.0928  0.0010
0.850  0.0669  0.0008
0.950  0.0599  0.0008
1.050  0.0405  0.0006
1.150  0.0218  0.0003
1.250  0.0198  0.0003
1.350  0.0119  0.0002
1.450  0.0107  0.0002
1.550  0.0033  0.0001
1.650 -0.0007 -0.0000
1.750  0.0000  0.0000
