Bpipi_ybin1  0.28500  0.03421
Bpipi_ybin2  0.26060  0.03129
Bpipi_ybin3  0.23780  0.02855
Bpipi_ybin4  0.21140  0.02539
Bpipi_ybin5  0.18360  0.02205
Bpipi_ybin6  0.15630  0.01878
Bpipi_ybin7  0.12830  0.01543
Bpipi_ybin8  0.10480  0.01262
Bpipi_ybin9  0.08110  0.00978
Bpipi_ybin10  0.06080  0.00736
Bpipi_ybin11  0.04340  0.00530
Bpipi_ybin12  0.03010  0.00375
Bpipi_ybin13  0.01970  0.00257
Bpipi_ybin14  0.01110  0.00167
Bpipi_ybin15  0.00540  0.00119
Bpipi_ybin16  0.00150  0.00102
Bpipi_ybin17  0.00010  0.00100
BKK_ybin1  0.07830  0.00945
BKK_ybin2  0.07120  0.00860
BKK_ybin3  0.06550  0.00792
BKK_ybin4  0.05710  0.00692
BKK_ybin5  0.04900  0.00596
BKK_ybin6  0.04140  0.00507
BKK_ybin7  0.03390  0.00419
BKK_ybin8  0.02700  0.00339
BKK_ybin9  0.02050  0.00266
BKK_ybin10  0.01510  0.00207
BKK_ybin11  0.01010  0.00157
BKK_ybin12  0.00550  0.00120
BKK_ybin13  0.00280  0.00105
BKK_ybin14  0.00100  0.00101
BKK_ybin15  0.00020  0.00100
BKK_ybin16  0.00000  0.00100
BKK_ybin17  0.00000  0.00100
BpK_ybin1  0.02710  0.00340
BpK_ybin2  0.02170  0.00279
BpK_ybin3  0.01960  0.00256
BpK_ybin4  0.01320  0.00187
BpK_ybin5  0.00800  0.00139
BpK_ybin6  0.00420  0.00112
BpK_ybin7  0.00240  0.00104
BpK_ybin8  0.00120  0.00101
BpK_ybin9 -0.00010  0.00100
BpK_ybin10 -0.00110  0.00101
BpK_ybin11 -0.00030  0.00100
BpK_ybin12 -0.00040  0.00100
BpK_ybin13 -0.00030  0.00100
BpK_ybin14 -0.00000  0.00100
BpK_ybin15 -0.00000  0.00100
BpK_ybin16  0.00000  0.00100
BpK_ybin17  0.00000  0.00100
Bppbar_ybin1  0.08660  0.01044
Bppbar_ybin2  0.08260  0.00996
Bppbar_ybin3  0.08010  0.00966
Bppbar_ybin4  0.06930  0.00838
Bppbar_ybin5  0.06620  0.00801
Bppbar_ybin6  0.05030  0.00612
Bppbar_ybin7  0.04290  0.00524
Bppbar_ybin8  0.03410  0.00421
Bppbar_ybin9  0.02390  0.00304
Bppbar_ybin10  0.01560  0.00212
Bppbar_ybin11  0.01090  0.00165
Bppbar_ybin12  0.00460  0.00114
Bppbar_ybin13  0.00240  0.00104
Bppbar_ybin14  0.00050  0.00100
Bppbar_ybin15  0.00010  0.00100
Bppbar_ybin16  0.00000  0.00100
Bppbar_ybin17  0.00000  0.00100
meanpt_pion 466.807 28.0084
meanpt_kaon 748.215 44.8929
meanpt_proton 1165.11 69.9066
