'x1','x2'
5,5
5,5
5,5
5,5
5,5
5,5
5,5
5,5
5,5
5,5
5,5
5,5
5,5
5,5
5,5
5,5
5,5
5,5
5,5
5,5
5,5
5,5
5,5
5,5
5,5
5,5
5,5
5,5
5,5
5,5
5,5
5,5
5,5
5,5
5,5
5,5
5,5
5,5
5,5
5,5
5,5
5,5
5,5
5,5
5,5
5,5
5,5
5,5
5,5
5,5
5,5
5,5
5,5
5,5
5,5
5,5
5,5
5,5
5,5
5,5
5,5
5,5
5,5
5,5
5,5
5,5
5,5
5,5
5,5
5,5
5,5
5,5
5,5
5,5
5,5
5,5
5,5
5,5
5,5
5,5
5,5
5,5
5,5
5,5
5,5
5,5
5,5
5,5
5,5
5,5
5,5
5,5
5,5
5,5
5,5
5,5
5,5
5,5
5,5
5,5
5,5
5,5
5,5
5,5
5,5
5,5
5,5
5,5
5,5
5,5
5,5
5,5
5,5
5,5
5,5
5,5
5,5
5,5
5,5
5,5
5,5
5,5
5,5
5,5
5,5
5,5
5,5
5,5
5,5
5,5
5,5
5,5
5,5
5,5
5,5
5,5
5,5
5,5
5,5
5,5
5,5
5,5
5,5
5,5
5,5
5,5
5,5
5,5
5,5
5,5
5,5
5,5
5,5
5,5
5,5
5,5
5,5
5,5
5,5
5,5
4.69075,3.95566
4.69075,3.95566
4.69075,3.95566
4.625,3.55813
4.625,3.55813
4.625,3.55813
4.625,3.55813
5.10977,3.40439
4.92517,3.79571
4.92517,3.79571
4.92517,3.79571
4.92517,3.79571
4.92517,3.79571
4.1799,2.90786
4.48511,3.90698
4.48511,3.90698
4.48511,3.90698
4.48511,3.90698
4.48511,3.90698
4.48511,3.90698
5.55875,3.30233
5.55875,3.30233
5.55875,3.30233
5.55875,3.30233
5.55875,3.30233
6.11183,2.20856
5.05257,1.64639
5.05257,1.64639
4.41814,2.48386
4.41814,2.48386
4.41814,2.48386
5.74074,1.41267
5.47462,2.09753
5.47462,2.09753
4.88891,2.59954
5.21137,1.98879
5.21137,1.98879
3.73589,0.938625
3.73589,0.938625
4.5805,2.17739
4.5805,2.17739
4.5805,2.17739
4.36161,1.64964
4.36161,1.64964
4.36161,1.64964
4.36161,1.64964
4.36161,1.64964
4.68771,0.747459
4.68771,0.747459
4.68771,0.747459
4.68771,0.747459
4.42333,0.202143
6.23631,1.06109
6.23631,1.06109
5.98616,0.597468
5.98616,0.597468
5.98616,0.597468
6.22545,1.24511
6.22545,1.24511
6.22545,1.24511
6.22545,1.24511
5.77472,1.48065
5.77472,1.48065
5.77472,1.48065
5.77472,1.48065
4.72029,1.37952
4.72029,1.37952
5.69925,0.627995
5.22516,0.838172
5.25898,0.332586
5.25898,0.332586
5.25898,0.332586
5.39283,0.906516
5.39283,0.906516
5.39283,0.906516
5.39283,0.906516
5.39283,0.906516
5.39283,0.906516
5.39283,0.906516
4.97708,0.587208
4.97708,0.587208
4.97708,0.587208
4.97708,0.587208
4.97708,0.587208
4.89327,1.93656
5.69266,1.44263
5.69266,1.44263
5.43718,1.52657
5.43718,1.52657
4.47393,1.57209
5.77336,1.4465
5.77336,1.4465
5.65135,2.27111
5.72608,1.81125
5.72608,1.81125
5.72608,1.81125
5.72608,1.81125
4.33636,1.1987
4.40683,1.05044
4.33824,0.287469
4.33824,0.287469
4.33824,0.287469
4.33824,0.287469
5.35556,0.393881
5.43369,0.78472
4.69434,1.95654
4.59741,1.51966
3.7821,1.57786
3.7821,1.57786
3.7821,1.57786
3.7821,1.57786
3.7821,1.57786
4.43781,1.48566
4.27924,1.73967
4.27924,1.73967
4.27924,1.73967
5.29773,1.85098
4.83297,0.606758
4.54812,0.942288
5.22695,2.46956
5.41956,1.30854
5.87505,1.14559
5.87505,1.14559
5.87505,1.14559
6.00679,1.2049
5.27016,1.00593
5.27016,1.00593
5.28112,0.955871
5.28112,0.955871
5.62955,1.18427
4.34017,0.739105
4.34017,0.739105
4.34017,0.739105
5.3194,1.55726
5.3194,1.55726
5.3194,1.55726
5.3194,1.55726
5.3194,1.55726
5.3194,1.55726
5.3194,1.55726
5.78513,0.658509
4.16615,0.891991
4.16615,0.891991
4.16615,0.891991
4.16615,0.891991
4.16615,0.891991
4.16615,0.891991
5.66179,1.61342
5.18381,1.26231
5.93191,0.486635
5.61074,0.66779
5.61074,0.66779
5.61074,0.66779
5.28144,0.381054
5.28144,0.381054
5.28144,0.381054
5.28144,0.381054
5.67048,0.576037
5.21895,0.479216
5.21895,0.479216
5.21895,0.479216
5.21895,0.479216
4.47644,0.76991
4.47644,0.76991
4.47644,0.76991
4.47644,0.76991
4.47644,0.76991
5.11996,0.784401
5.11402,1.79414
5.18045,1.79759
5.18045,1.79759
5.18045,1.79759
5.18045,1.79759
5.18045,1.79759
5.18045,1.79759
5.18045,1.79759
5.18045,1.79759
5.15395,1.02495
5.15395,1.02495
6.0835,1.46676
6.0835,1.46676
6.0835,1.46676
6.0835,1.46676
6.0835,1.46676
5.18357,2.39569
5.18357,2.39569
5.18357,2.39569
5.18357,2.39569
5.18357,2.39569
5.18357,2.39569
4.54054,1.63236
4.30861,1.08473
5.75621,1.72969
5.75621,1.72969
5.75621,1.72969
5.30334,1.05516
5.30334,1.05516
5.30334,1.05516
5.30334,1.05516
5.30334,1.05516
5.30334,1.05516
5.30334,1.05516
5.30334,1.05516
4.9608,1.72183
4.9608,1.72183
4.9608,1.72183
4.9608,1.72183
4.9608,1.72183
4.9608,1.72183
5.89071,1.75328
4.81554,2.57147
4.81554,2.57147
4.81554,2.57147
4.62844,2.38748
5.73345,1.24352
6.51738,1.0033
6.51738,1.0033
5.68168,0.415353
5.21704,0.867684
5.21704,0.867684
4.94977,0.309471
4.94977,0.309471
4.37706,0.745524
4.78048,0.558693
4.78048,0.558693
4.78048,0.558693
4.78048,0.558693
4.78048,0.558693
4.78048,0.558693
4.78048,0.558693
4.78048,0.558693
4.78048,0.558693
4.78048,0.558693
4.78048,0.558693
4.78048,0.558693
4.78048,0.558693
4.78048,0.558693
4.78048,0.558693
4.78048,0.558693
4.75582,0.303332
3.49494,1.04868
3.49494,1.04868
3.49494,1.04868
4.27594,1.0372
4.27594,1.0372
4.27594,1.0372
4.27594,1.0372
4.74283,0.141702
5.27783,0.392806
5.27783,0.392806
5.98191,0.930734
5.70369,1.49444
5.70369,1.49444
5.70369,1.49444
5.29351,1.13287
5.52127,2.50143
5.27096,1.86902
5.27096,1.86902
5.27096,1.86902
5.27096,1.86902
5.27096,1.86902
5.27096,1.86902
5.27096,1.86902
5.27096,1.86902
5.27096,1.86902
4.61871,1.58839
4.61871,1.58839
4.61871,1.58839
4.07699,2.59132
4.07699,2.59132
4.07699,2.59132
5.37261,3.3367
5.37261,3.3367
5.37261,3.3367
5.37261,3.3367
5.37261,3.3367
5.37261,3.3367
5.37261,3.3367
5.41079,3.01899
5.02878,3.15968
5.02878,3.15968
5.02878,3.15968
5.02878,3.15968
5.02878,3.15968
5.02878,3.15968
5.02878,3.15968
5.0509,2.17861
4.50974,1.53428
4.50974,1.53428
4.50974,1.53428
5.47597,0.701275
5.05771,0.95934
5.05771,0.95934
4.64719,1.24474
4.64719,1.24474
4.64719,1.24474
5.80154,1.3238
3.70116,1.17299
4.45366,0.660001
4.45366,0.660001
4.45366,0.660001
4.45366,0.660001
4.45366,0.660001
4.45366,0.660001
4.45366,0.660001
4.45366,0.660001
4.45366,0.660001
4.35084,0.229764
4.35084,0.229764
4.59491,1.21384
4.15934,0.574072
5.03026,0.943117
5.03026,0.943117
5.03026,0.943117
5.03026,0.943117
5.57763,0.733566
5.57763,0.733566
5.57763,0.733566
5.01573,1.48225
5.01573,1.48225
5.19765,0.715297
5.19765,0.715297
5.11777,1.31058
3.78693,2.04202
4.78365,2.1935
4.78365,2.1935
4.78365,2.1935
4.78365,2.1935
4.78365,2.1935
4.11115,1.0238
4.28091,0.370903
4.28091,0.370903
4.62691,1.44669
4.62691,1.44669
4.62691,1.44669
5.53121,1.40549
3.68953,0.457795
4.43423,0.818591
4.43423,0.818591
4.43423,0.818591
5.06685,1.43288
5.06685,1.43288
5.05689,1.16715
5.05689,1.16715
5.05689,1.16715
5.05689,1.16715
4.8642,2.39165
4.8642,2.39165
5.4777,2.27199
5.4777,2.27199
5.4777,2.27199
5.4777,2.27199
4.84745,1.95293
6.09994,1.71933
5.17066,2.67306
5.88932,2.16603
5.88932,2.16603
5.88932,2.16603
6.45838,0.801251
6.45838,0.801251
6.20926,0.658848
6.20926,0.658848
6.03502,0.773623
5.44451,1.21301
4.31458,1.06432
4.31458,1.06432
4.31458,1.06432
4.31458,1.06432
4.60145,0.610476
4.60145,0.610476
4.67251,0.74219
4.67251,0.74219
4.67251,0.74219
4.67251,0.74219
4.07577,1.2943
3.66641,1.58822
4.02673,1.354
4.02673,1.354
4.02673,1.354
4.02673,1.354
4.61602,0.884922
4.06279,1.51179
4.06279,1.51179
4.06279,1.51179
4.06279,1.51179
4.66376,0.234362
4.66376,0.234362
4.66376,0.234362
4.66376,0.234362
4.66376,0.234362
4.501,1.1675
4.92783,0.865362
6.0274,1.17211
4.78608,1.17934
4.78608,1.17934
4.78608,1.17934
4.78608,1.17934
4.91719,2.3063
4.91719,2.3063
4.86906,1.65682
4.68256,1.28605
4.68256,1.28605
4.78788,0.475294
4.78788,0.475294
4.56751,1.37755
4.56751,1.37755
4.56751,1.37755
4.56751,1.37755
4.56751,1.37755
5.36285,0.989011
5.36285,0.989011
5.75913,1.27625
5.75913,1.27625
5.46277,1.11847
5.47019,0.0283091
4.0896,0.0283275
4.0896,0.0283275
4.83575,0.629455
4.83575,0.629455
4.83575,0.629455
5.39656,1.3119
5.6165,2.89691
4.36413,3.06738
3.78312,2.11717
4.68081,2.83443
4.68081,2.83443
4.68081,2.83443
5.62388,2.24745
5.57085,0.617262
5.21102,0.948651
5.21102,0.948651
4.44594,1.46546
4.44594,1.46546
4.32853,2.20882
4.32853,2.20882
4.32853,2.20882
5.47053,0.874327
5.34369,1.33417
5.34369,1.33417
5.34369,1.33417
5.34369,1.33417
5.70081,1.81101
5.02423,1.80072
5.1076,2.6182
5.1076,2.6182
5.38133,2.26278
5.38133,2.26278
5.38133,2.26278
5.38133,2.26278
5.38133,2.26278
5.38133,2.26278
5.42683,2.91054
5.42683,2.91054
5.04118,2.7952
5.04118,2.7952
5.04118,2.7952
5.04118,2.7952
5.04118,2.7952
5.04118,2.7952
5.04118,2.7952
5.04118,2.7952
5.04118,2.7952
5.12117,2.26735
5.12117,2.26735
4.38275,0.215259
4.38275,0.215259
4.38275,0.215259
4.38275,0.215259
4.38275,0.215259
4.81422,0.505713
4.81422,0.505713
4.91989,1.32434
4.51329,2.12026
4.51329,2.12026
4.51329,2.12026
4.51329,2.12026
4.8762,2.24627
4.8762,2.24627
4.49154,3.06346
4.49154,3.06346
4.49154,3.06346
4.44846,1.77241
5.76984,1.08061
5.76984,1.08061
5.76984,1.08061
4.45133,0.699898
4.64585,0.982726
4.64585,0.982726
4.64585,0.982726
4.64585,0.982726
5.31988,2.12133
5.57799,1.76522
5.72055,1.32111
5.72055,1.32111
6.23835,0.977536
6.23835,0.977536
6.23835,0.977536
6.23835,0.977536
6.23835,0.977536
6.23835,0.977536
6.23835,0.977536
6.23835,0.977536
5.63977,2.18462
5.63977,2.18462
5.63977,2.18462
5.63977,2.18462
5.63977,2.18462
5.12754,0.714987
5.08083,1.80878
4.37089,0.738031
4.37089,0.738031
5.03998,2.18566
5.03998,2.18566
5.85806,0.983251
5.85806,0.983251
5.57264,0.50394
4.78149,0.250545
5.32959,1.10765
5.32959,1.10765
6.13354,2.37574
6.13354,2.37574
5.05156,3.00632
5.05156,3.00632
5.05156,3.00632
4.87783,1.95002
4.14273,0.881206
4.14273,0.881206
4.46421,1.71917
4.46421,1.71917
4.20071,2.28807
4.50708,3.06411
4.4494,2.91445
5.201,3.05523
5.201,3.05523
5.201,3.05523
5.201,3.05523
5.201,3.05523
5.201,3.05523
5.201,3.05523
5.201,3.05523
5.201,3.05523
5.57164,1.49292
5.09195,1.88665
5.09195,1.88665
5.09195,1.88665
5.09195,1.88665
5.09195,1.88665
5.02492,1.89362
5.62474,1.26566
5.62474,1.26566
5.62474,1.26566
5.00411,0.815899
5.00411,0.815899
5.00411,0.815899
5.00411,0.815899
4.91208,0.176378
5.86538,0.45894
6.12492,0.314526
6.12492,0.314526
5.91573,1.77709
5.88276,1.36064
5.88276,1.36064
5.88276,1.36064
5.75033,1.12068
5.81051,0.923657
6.22455,1.22648
5.44878,1.30029
5.44878,1.30029
5.74414,0.651503
5.74414,0.651503
4.97461,1.28322
5.14154,0.968855
5.14154,0.968855
5.14154,0.968855
5.14154,0.968855
5.14154,0.968855
5.39248,0.456408
5.39248,0.456408
5.39248,0.456408
5.39248,0.456408
5.39248,0.456408
4.84931,0.319372
4.84931,0.319372
4.84931,0.319372
4.84931,0.319372
4.84931,0.319372
4.84931,0.319372
5.0998,0.595823
5.0998,0.595823
5.0998,0.595823
5.18104,2.09086
5.18104,2.09086
5.05566,0.995174
5.05566,0.995174
5.05566,0.995174
5.05566,0.995174
4.63499,0.214899
5.475,2.57928
5.475,2.57928
5.475,2.57928
5.475,2.57928
5.475,2.57928
4.68858,2.3874
4.68858,2.3874
5.29566,1.85187
5.29566,1.85187
5.73773,0.804049
5.73773,0.804049
5.91565,0.977689
5.91565,0.977689
6.13516,0.724285
6.13516,0.724285
5.51501,0.866938
4.949,0.249977
4.949,0.249977
5.2159,1.07299
5.2159,1.07299
5.2159,1.07299
4.52321,2.11318
4.60859,2.13218
4.60859,2.13218
4.60859,2.13218
4.60859,2.13218
4.80166,2.48672
5.71682,4.06115
5.71682,4.06115
5.71682,4.06115
6.17824,3.2617
6.17824,3.2617
6.17824,3.2617
6.17824,3.2617
6.17824,3.2617
6.17824,3.2617
6.17824,3.2617
5.69569,3.08948
5.69569,3.08948
4.40474,3.25173
4.40474,3.25173
4.40474,3.25173
5.53388,2.77472
5.53388,2.77472
5.53388,2.77472
5.53388,2.77472
5.53388,2.77472
5.53388,2.77472
4.23661,2.6151
4.23661,2.6151
4.1461,1.05881
4.1461,1.05881
4.1461,1.05881
4.1461,1.05881
4.1461,1.05881
4.1461,1.05881
4.1461,1.05881
4.1461,1.05881
4.1461,1.05881
3.94332,0.646932
4.24545,1.91113
4.73917,1.33657
4.73917,1.33657
4.73917,1.33657
4.73917,1.33657
4.73917,1.33657
4.73917,1.33657
4.73917,1.33657
5.03466,1.13966
5.08399,0.329886
5.55244,0.860651
5.55244,0.860651
5.55244,0.860651
5.55244,0.860651
5.55244,0.860651
5.55244,0.860651
5.72125,1.1252
5.72125,1.1252
4.97051,0.658789
4.97051,0.658789
4.97051,0.658789
4.83636,0.431611
5.45081,0.939966
5.0559,0.00229783
5.0559,0.00229783
5.26293,1.02015
5.26293,1.02015
4.36516,0.443555
4.36516,0.443555
4.36516,0.443555
4.36516,0.443555
4.36516,0.443555
4.36516,0.443555
4.36516,0.443555
5.92496,0.920408
5.92496,0.920408
5.92496,0.920408
5.92496,0.920408
5.92496,0.920408
5.23947,1.41379
5.23947,1.41379
4.96042,1.68406
4.96042,1.68406
4.96042,1.68406
4.96042,1.68406
5.69478,1.62608
5.69478,1.62608
5.69478,1.62608
5.69478,1.62608
5.69478,1.62608
5.35012,1.37665
4.53414,1.48706
4.96311,2.23611
5.67714,2.13478
4.93489,2.71732
4.63762,2.63469
5.98473,1.42852
5.23817,1.49801
5.289,1.39223
4.52588,1.78594
4.52588,1.78594
4.82114,1.52255
4.82114,1.52255
4.82114,1.52255
4.57976,0.889713
4.57976,0.889713
4.57976,0.889713
4.57976,0.889713
4.80425,0.609816
4.80425,0.609816
4.80425,0.609816
4.79727,2.15083
4.79727,2.15083
5.02641,2.09038
4.68362,1.23116
4.26634,0.214355
4.26634,0.214355
4.26634,0.214355
4.2651,1.96655
4.64567,1.35764
4.64567,1.35764
4.64567,1.35764
5.18388,0.75336
5.84391,1.41611
5.84391,1.41611
5.84391,1.41611
5.84391,1.41611
5.84391,1.41611
5.34761,0.544686
5.00646,0.691459
5.00646,0.691459
5.09516,0.584777
5.09516,0.584777
5.09516,0.584777
4.27319,0.94178
4.27319,0.94178
5.57692,1.21928
5.90586,1.59392
5.08487,0.148532
5.08487,0.148532
5.08487,0.148532
4.18778,0.815092
5.39963,1.09149
5.62544,0.623003
5.1422,0.684542
4.96344,0.83521
5.38404,0.029685
5.49678,0.654115
5.49678,0.654115
5.49678,0.654115
5.47874,0.0258725
5.47874,0.0258725
5.47874,0.0258725
5.47874,0.0258725
4.43051,1.63192
5.07846,0.236612
5.07846,0.236612
5.07846,0.236612
4.91039,0.676615
4.91039,0.676615
4.91039,0.676615
4.91039,0.676615
4.46729,1.69632
4.46729,1.69632
4.46729,1.69632
4.46729,1.69632
5.21185,1.3515
5.73719,0.989235
5.73719,0.989235
5.73719,0.989235
5.73719,0.989235
5.10194,0.939089
5.37708,1.8358
6.14289,1.24662
5.12225,1.76724
5.12225,1.76724
5.48602,1.38367
5.48602,1.38367
5.48602,1.38367
5.48602,1.38367
5.48602,1.38367
5.48602,1.38367
5.26515,1.18879
5.26515,1.18879
5.26515,1.18879
4.86593,1.42257
4.97058,0.0718951
4.97058,0.0718951
5.37238,0.88266
5.89339,1.53125
5.89339,1.53125
5.89339,1.53125
5.89339,1.53125
5.15872,0.523799
5.15872,0.523799
5.15872,0.523799
5.15872,0.523799
5.15872,0.523799
5.15872,0.523799
5.15872,0.523799
4.82375,0.503678
5.66918,0.704399
5.507,1.37438
5.85977,1.21634
5.85977,1.21634
5.50375,0.83293
5.50375,0.83293
5.34167,0.867431
5.34167,0.867431
5.34167,0.867431
5.34167,0.867431
5.34167,0.867431
5.34167,0.867431
5.11915,1.03355
5.11915,1.03355
5.11915,1.03355
5.11915,1.03355
5.11915,1.03355
5.11915,1.03355
5.11915,1.03355
5.41963,1.55645
4.91341,2.22273
4.91341,2.22273
4.64001,1.76893
4.64001,1.76893
5.45596,0.920077
6.1936,1.0919
4.03326,1.21183
4.16943,1.13365
4.16943,1.13365
4.32302,1.65504
4.32302,1.65504
4.32302,1.65504
5.30064,1.3841
5.30064,1.3841
5.98716,2.29572
5.27515,2.00731
4.79827,0.553488
4.79827,0.553488
4.79827,0.553488
4.9685,0.712748
4.9685,0.712748
4.10074,0.505469
4.76635,1.83692
4.76635,1.83692
4.76635,1.83692
4.76635,1.83692
4.76635,1.83692
4.65945,2.30792
4.65945,2.30792
4.65945,2.30792
4.65945,2.30792
4.65945,2.30792
4.65945,2.30792
5.63156,2.35674
6.05079,0.363172
6.05079,0.363172
6.05079,0.363172
6.05079,0.363172
6.05079,0.363172
5.0559,0.188677
5.0559,0.188677
5.0559,0.188677
4.75327,0.519625
4.75327,0.519625
4.35674,1.02637
4.81312,0.00209841
3.79173,0.901416
5.99292,1.5972
5.32306,2.2802
5.38521,1.89646
4.82512,1.84377
5.81823,1.19175
5.81823,1.19175
5.81823,1.19175
5.34773,2.15193
5.05978,1.68174
5.05978,1.68174
5.05978,1.68174
6.0031,1.05858
5.89484,1.31637
5.89484,1.31637
5.89484,1.31637
5.89484,1.31637
5.89484,1.31637
5.87678,1.03203
5.87678,1.03203
5.87678,1.03203
5.87678,1.03203
5.87678,1.03203
5.87678,1.03203
5.68459,1.16025
5.68459,1.16025
4.89671,0.85382
4.75809,0.297502
4.75809,0.297502
4.75809,0.297502
4.75809,0.297502
5.30377,0.61108
5.30377,0.61108
5.30377,0.61108
5.34626,1.39429
5.34626,1.39429
5.1337,1.05294
4.52145,1.23694
4.52145,1.23694
4.52145,1.23694
4.52145,1.23694
4.80019,1.70836
4.45524,1.64537
4.45524,1.64537
4.45524,1.64537
4.58326,1.16781
4.58326,1.16781
4.85622,1.41168
5.39735,0.984173
5.04335,0.450465
5.04335,0.450465
5.04335,0.450465
5.04335,0.450465
5.04335,0.450465
5.04335,0.450465
5.14323,1.5915
5.14323,1.5915
5.14323,1.5915
5.14323,1.5915
5.14323,1.5915
5.14729,1.05843
5.14729,1.05843
5.14729,1.05843
5.14729,1.05843
4.85228,1.83217
4.17214,1.86282
4.17214,1.86282
4.17214,1.86282
4.85295,2.35823
4.06117,0.938571
4.06117,0.938571
4.68657,0.0286408
4.68657,0.0286408
4.68657,0.0286408
4.68657,0.0286408
4.68657,0.0286408
4.68657,0.0286408
4.62633,0.994843
4.41033,1.94237
3.83258,1.93248
3.83258,1.93248
3.83258,1.93248
4.19339,1.68529
5.25675,1.74167
5.25675,1.74167
5.40668,0.980239
5.97928,0.506064
5.97928,0.506064
5.97928,0.506064
5.97928,0.506064
5.97928,0.506064
5.97928,0.506064
5.97928,0.506064
5.97928,0.506064
5.97928,0.506064
5.40536,2.28827
5.84948,1.5607
5.84948,1.5607
5.77407,0.364952
5.39986,1.74195
5.35368,1.84433
6.07689,1.86452
6.07689,1.86452
6.07689,1.86452
5.53421,1.44104
5.53421,1.44104
4.35878,1.15477
5.18658,1.43374
5.18658,1.43374
5.18658,1.43374
3.71892,0.243837
3.71892,0.243837
3.71892,0.243837
4.65846,1.02212
4.65846,1.02212
4.65846,1.02212
4.78199,1.42513
4.78199,1.42513
4.78199,1.42513
5.04798,1.30892
5.04798,1.30892
5.04798,1.30892
5.04798,1.30892
5.04798,1.30892
5.04798,1.30892
5.04798,1.30892
5.04798,1.30892
5.04798,1.30892
4.9927,1.04567
4.46086,1.26038
4.69322,0.266609
4.69322,0.266609
4.69322,0.266609
4.68911,0.953053
4.11093,0.731731
4.11093,0.731731
5.00504,1.73894
5.00504,1.73894
5.00504,1.73894
5.00504,1.73894
5.35757,0.352331
5.35757,0.352331
5.35757,0.352331
4.53172,1.14402
4.96555,0.424588
4.96555,0.424588
5.56738,1.21818
5.04937,0.184938
5.03991,1.08177
5.25446,0.458309
5.97314,0.974255
5.97314,0.974255
5.97314,0.974255
6.06067,0.93602
4.88108,0.68013
4.88108,0.68013
4.88108,0.68013
4.88108,0.68013
4.88108,0.68013
4.88108,0.68013
4.88108,0.68013
4.88108,0.68013
4.88108,0.68013
4.88108,0.68013
4.88108,0.68013
4.88108,0.68013
5.44739,0.0247608
5.44739,0.0247608
5.29552,0.661916
5.29552,0.661916
4.59809,1.42042
4.09495,1.6321
4.09495,1.6321
4.09495,1.6321
3.6408,0.656843
3.91786,0.910916
4.82367,1.26791
4.61992,1.74143
4.61992,1.74143
5.1527,0.671748
5.4102,0.871543
5.85684,0.538194
5.85684,0.538194
5.85684,0.538194
5.6444,1.70654
5.55049,1.54469
6.25196,1.03634
6.25196,1.03634
6.25196,1.03634
6.25196,1.03634
5.87361,0.534918
5.87361,0.534918
5.27383,0.556934
5.46412,0.440604
5.25761,0.403324
5.25761,0.403324
6.17481,0.578795
6.17481,0.578795
6.17481,0.578795
6.17481,0.578795
4.83724,2.33812
4.13429,2.33765
5.41739,2.38098
4.75125,3.4987
4.75125,3.4987
5.39706,3.43417
4.98669,3.46536
5.6674,2.93492
5.6674,2.93492
5.43068,2.36396
5.43068,2.36396
4.75317,1.54
4.75317,1.54
4.9298,1.57125
4.9298,1.57125
4.9298,1.57125
4.9298,1.57125
4.9298,1.57125
4.9298,1.57125
4.68603,2.10781
5.42747,1.86874
5.42747,1.86874
5.42747,1.86874
5.41444,0.783582
5.41444,0.783582
5.88084,0.712146
5.7384,0.703203
5.75748,1.29792
5.75748,1.29792
5.75748,1.29792
5.75748,1.29792
5.75748,1.29792
5.75748,1.29792
5.75748,1.29792
4.39242,0.534206
4.39242,0.534206
4.39242,0.534206
4.99198,1.30077
4.99198,1.30077
4.73122,1.97768
4.73122,1.97768
5.88205,1.48425
5.26603,2.13272
5.26603,2.13272
5.26603,2.13272
5.26603,2.13272
5.26603,2.13272
5.26603,2.13272
4.67033,2.42439
4.67033,2.42439
6.05395,1.05078
6.05395,1.05078
4.56175,0.290805
