0.4277 0.454221 2.48843 -1.25022 -2.03459 
1.73609 -9.09093 -2.13502 4.41032 5.42676 
5.74547 -1.37832 -0.352036 -0.480575 -2.38545 
0.461707 -0.407548 0.328064 1.73276 -2.02264 
5.27481 -1.66301 -0.339422 -0.0641603 -2.15325 
3.17909 -1.1538 0.181588 0.00504478 -1.5761 
-1.31303 0.683987 0.0358817 1.52985 -1.19929 
0.465783 0.75915 -1.00554 0.062718 -0.188953 
0.0537988 0.304634 -0.760847 0.386228 0.0269464 
-0.153877 0.0268681 0.0642024 0.0273879 0.00464329 
0.0378679 -0.00466434 -0.0150099 0.00989026 -0.0205103 
0.00404197 0.00481837 -0.00636133 -0.000885731 -0.000804883 
