0 0.999916 0.979915 1.01992 0.988706 0.0100003 
0.0314 1.0118 0.922224 1.10138 0.973842 0.0447891 
0.0628 1.0209 0.852106 1.18969 0.959853 0.0843967 
0.0942 1.02721 0.7866 1.26781 0.947452 0.120303 
0.1256 1.03075 0.727141 1.33435 0.936664 0.151802 
0.157 1.03157 0.674647 1.3885 0.927522 0.178464 
0.1884 1.02977 0.629842 1.4297 0.919619 0.199965 
0.2198 1.02544 0.593293 1.45759 0.91302 0.216075 
0.2512 1.01871 0.565402 1.47201 0.907902 0.226652 
0.2826 1.00971 0.5464 1.47302 0.903617 0.231655 
0.314 0.998603 0.536331 1.46088 0.899492 0.231136 
0.3454 0.985556 0.535056 1.43606 0.895786 0.22525 
0.3768 0.970741 0.542241 1.39924 0.891573 0.21425 
0.4082 0.954335 0.557365 1.3513 0.886708 0.198485 
0.4396 0.936516 0.579725 1.29331 0.880559 0.178395 
0.471 0.917458 0.608444 1.22647 0.873194 0.154507 
0.5024 0.897331 0.642481 1.15218 0.863894 0.127425 
0.5338 0.876296 0.680634 1.07196 0.853004 0.0978308 
0.5652 0.854501 0.721494 0.987508 0.839987 0.0665034 
0.5966 0.832085 0.763008 0.901162 0.824651 0.0345384 
0.628 0.809171 0.789171 0.829171 0.806946 0.0100001 
0.6594 0.785866 0.717616 0.854116 0.787164 0.0341249 
0.6908 0.762263 0.632488 0.892038 0.76515 0.0648873 
0.7222 0.738437 0.549928 0.926946 0.741248 0.0942547 
0.7536 0.714447 0.472051 0.956843 0.715992 0.121198 
0.785 0.690337 0.400277 0.980398 0.688775 0.14503 
0.8164 0.666136 0.335759 0.996513 0.66091 0.165189 
0.8478 0.641857 0.279434 1.00428 0.631935 0.181211 
0.8792 0.617503 0.232022 1.00298 0.602582 0.19274 
0.9106 0.593062 0.194013 0.992112 0.573113 0.199525 
0.942 0.568517 0.16566 0.971374 0.544352 0.201428 
0.9734 0.543839 0.14698 0.940698 0.516034 0.198429 
1.0048 0.518995 0.137748 0.900242 0.488337 0.190623 
1.0362 0.493946 0.137507 0.850386 0.461951 0.17822 
1.0676 0.468653 0.145576 0.79173 0.437034 0.161539 
1.099 0.443074 0.161068 0.725081 0.413592 0.141003 
1.1304 0.417169 0.182901 0.651438 0.391613 0.117134 
1.1618 0.390901 0.209805 0.571996 0.371374 0.0905478 
1.1932 0.364234 0.240282 0.488186 0.351946 0.061976 
1.2246 0.337141 0.272145 0.402137 0.333875 0.032498 
1.256 0.309599 0.289599 0.329599 0.317124 0.0100001 
1.2874 0.281592 0.216754 0.346431 0.300681 0.0324194 
1.3188 0.253113 0.129774 0.376452 0.284807 0.0616694 
1.3502 0.224161 0.0444202 0.403902 0.268596 0.0898703 
1.3816 0.194744 -0.0371704 0.426658 0.251588 0.115957 
1.413 0.164878 -0.113554 0.44331 0.233923 0.139216 
1.4444 0.134586 -0.183526 0.452698 0.214984 0.159056 
1.4758 0.103901 -0.24607 0.453871 0.194316 0.174985 
1.5072 0.0728587 -0.300368 0.446086 0.171386 0.186614 
1.5386 0.0415042 -0.345813 0.428822 0.146123 0.193659 
1.57 0.00988624 -0.382018 0.40179 0.118183 0.195952 
