# ICODE=1735357040, JCODE=0
# Normalized GAUSSIAN BF, SIGMA_GAUSS=0.3
# NSAMPLE=100000, Tblast=100, UPERPblast(x,y)=(0.75,0.75)
# BARYON_FUDGE=0.75
# ------- normalization=-0.0519213 -----------------
#dely    BF
0.050 -0.0266 -0.0002
0.150 -0.0516 -0.0004
0.250 -0.0206 -0.0002
0.350 -0.0043 -0.0000
0.450 -0.0267 -0.0003
0.550 -0.0409 -0.0004
0.650 -0.0445 -0.0005
0.750 -0.0230 -0.0003
0.850 -0.0390 -0.0005
0.950 -0.0394 -0.0005
1.050 -0.0401 -0.0006
1.150 -0.0447 -0.0007
1.250 -0.0325 -0.0006
1.350 -0.0310 -0.0006
1.450 -0.0209 -0.0005
1.550 -0.0170 -0.0005
1.650 -0.0105 -0.0004
1.750 -0.0061 -0.0004
