# ICODE=321, JCODE=-321
# Normalized GAUSSIAN BF, SIGMA_GAUSS=0.3
# NSAMPLE=100000, Tblast=100, UPERPblast(x,y)=(0.75,0.75)
# BARYON_FUDGE=0.75
# ------- normalization=-0.0310915 -----------------
#dely    BF
0.050 -0.0624 -0.0031
0.150 -0.0521 -0.0029
0.250 -0.0589 -0.0033
0.350 -0.0381 -0.0021
0.450 -0.0290 -0.0018
0.550 -0.0233 -0.0016
0.650 -0.0206 -0.0015
0.750 -0.0154 -0.0012
0.850 -0.0062 -0.0006
0.950 -0.0031 -0.0003
1.050 -0.0010 -0.0001
1.150  0.0014  0.0002
1.250 -0.0021 -0.0003
1.350 -0.0001 -0.0000
1.450  0.0002  0.0001
1.550 -0.0002 -0.0001
1.650  0.0000  0.0000
1.750  0.0000  0.0000
