# ICODE=321, JCODE=-321
# Normalized GAUSSIAN BF, SIGMA_GAUSS=0.3
# NSAMPLE=100000, Tblast=100, UPERPblast(x,y)=(0.75,0.75)
# BARYON_FUDGE=0.75
# ------- normalization=-0.0371545 -----------------
#dely    BF
0.050 -0.0530 -0.0029
0.150 -0.0730 -0.0039
0.250 -0.0520 -0.0030
0.350 -0.0565 -0.0034
0.450 -0.0259 -0.0017
0.550 -0.0388 -0.0027
0.650 -0.0174 -0.0014
0.750 -0.0160 -0.0013
0.850 -0.0218 -0.0021
0.950 -0.0061 -0.0007
1.050 -0.0049 -0.0006
1.150 -0.0059 -0.0008
1.250 -0.0024 -0.0005
1.350 -0.0004 -0.0001
1.450  0.0007  0.0003
1.550  0.0019  0.0007
1.650  0.0000  0.0000
1.750  0.0000  0.0000
