# ICODE=321, JCODE=-2212
# Normalized GAUSSIAN BF, SIGMA_GAUSS=0.3
# NSAMPLE=100000, Tblast=100, UPERPblast(x,y)=(0.75,0.75)
# BARYON_FUDGE=0.75
# ------- normalization=-0.0366266 -----------------
#dely    BF
0.050 -0.0796 -0.0069
0.150 -0.0375 -0.0034
0.250 -0.0384 -0.0037
0.350 -0.0430 -0.0041
0.450 -0.0460 -0.0047
0.550 -0.0214 -0.0029
0.650 -0.0201 -0.0027
0.750 -0.0336 -0.0044
0.850 -0.0079 -0.0015
0.950 -0.0173 -0.0035
1.050 -0.0047 -0.0012
1.150 -0.0104 -0.0026
1.250 -0.0039 -0.0012
1.350 -0.0024 -0.0017
1.450  0.0000  0.0000
1.550  0.0000  0.0000
1.650  0.0000  0.0000
1.750  0.0000  0.0000
