# ICODE=0, JCODE=0
# Normalized GAUSSIAN BF, SIGMA_GAUSS=0.3
# NSAMPLE=100000, Tblast=100, UPERPblast(x,y)=(0.75,0.75)
# BARYON_FUDGE=0.75
# ------- normalization=-0.0390136 -----------------
#dely    BF
0.050 -0.0115 -0.0001
0.150  0.0001  0.0000
0.250 -0.0400 -0.0003
0.350 -0.0114 -0.0001
0.450 -0.0138 -0.0001
0.550 -0.0164 -0.0002
0.650 -0.0179 -0.0002
0.750 -0.0321 -0.0004
0.850 -0.0260 -0.0003
0.950 -0.0442 -0.0006
1.050 -0.0348 -0.0005
1.150 -0.0405 -0.0006
1.250 -0.0276 -0.0005
1.350 -0.0315 -0.0006
1.450 -0.0179 -0.0004
1.550 -0.0116 -0.0003
1.650 -0.0081 -0.0003
1.750 -0.0050 -0.0003
