# ICODE=1701080941, JCODE=0
# Normalized GAUSSIAN BF, SIGMA_GAUSS=0.3
# NSAMPLE=100000, Tblast=100, UPERPblast(x,y)=(0.75,0.75)
# BARYON_FUDGE=0.75
# ------- normalization=0.257582 -----------------
#dely    BF
0.050  0.3343  0.0025
0.150  0.3277  0.0025
0.250  0.2924  0.0023
0.350  0.2706  0.0023
0.450  0.2256  0.0020
0.550  0.2253  0.0021
0.650  0.1852  0.0018
0.750  0.1525  0.0016
0.850  0.1366  0.0016
0.950  0.1260  0.0015
1.050  0.0897  0.0012
1.150  0.0700  0.0011
1.250  0.0494  0.0008
1.350  0.0347  0.0007
1.450  0.0280  0.0006
1.550  0.0191  0.0005
1.650  0.0096  0.0003
1.750 -0.0011 -0.0001
