# ICODE=0, JCODE=0
# Normalized GAUSSIAN BF, SIGMA_GAUSS=0.3
# NSAMPLE=100000, Tblast=100, UPERPblast(x,y)=(0.75,0.75)
# BARYON_FUDGE=0.75
# ------- normalization=-0.0698404 -----------------
#dely    BF
0.050 -0.0675 -0.0006
0.150 -0.0681 -0.0006
0.250 -0.0696 -0.0006
0.350 -0.0465 -0.0004
0.450 -0.0439 -0.0004
0.550 -0.0603 -0.0006
0.650 -0.0341 -0.0004
0.750 -0.0519 -0.0006
0.850 -0.0522 -0.0006
0.950 -0.0389 -0.0005
1.050 -0.0421 -0.0006
1.150 -0.0306 -0.0005
1.250 -0.0325 -0.0006
1.350 -0.0199 -0.0004
1.450 -0.0202 -0.0005
1.550 -0.0109 -0.0003
1.650 -0.0096 -0.0004
1.750  0.0003  0.0000
