'InvCoshPar_uu_width','InvCoshPar_ud_width','InvCoshPar_us_width','InvCoshPar_ss_width'
1.21281,1.23778,1.29836,1.26199
1.25429,1.23935,1.27124,1.31811
1.25429,1.23935,1.27124,1.31811
1.25429,1.23935,1.27124,1.31811
1.27033,1.22111,1.29361,1.26556
1.27033,1.22111,1.29361,1.26556
1.27033,1.22111,1.29361,1.26556
1.27033,1.22111,1.29361,1.26556
1.28187,1.19076,1.34482,1.25804
1.28187,1.19076,1.34482,1.25804
1.28187,1.19076,1.34482,1.25804
1.28187,1.19076,1.34482,1.25804
1.28187,1.19076,1.34482,1.25804
1.28187,1.19076,1.34482,1.25804
1.28521,1.17057,1.30287,1.24372
1.28521,1.17057,1.30287,1.24372
1.21548,1.14713,1.28023,1.22639
1.21548,1.14713,1.28023,1.22639
1.21548,1.14713,1.28023,1.22639
1.21548,1.14713,1.28023,1.22639
1.21548,1.14713,1.28023,1.22639
1.26983,1.14036,1.28546,1.24131
1.26983,1.14036,1.28546,1.24131
1.26983,1.14036,1.28546,1.24131
1.27153,1.16183,1.21438,1.23683
1.27153,1.16183,1.21438,1.23683
1.25453,1.14923,1.19477,1.21746
1.25453,1.14923,1.19477,1.21746
1.25453,1.14923,1.19477,1.21746
1.25453,1.14923,1.19477,1.21746
1.25453,1.14923,1.19477,1.21746
1.25453,1.14923,1.19477,1.21746
1.25453,1.14923,1.19477,1.21746
1.25453,1.14923,1.19477,1.21746
1.25453,1.14923,1.19477,1.21746
1.26323,1.14117,1.1613,1.23143
1.26323,1.14117,1.1613,1.23143
1.26323,1.14117,1.1613,1.23143
1.24661,1.15117,1.21288,1.23105
1.24661,1.15117,1.21288,1.23105
1.24661,1.15117,1.21288,1.23105
1.24661,1.15117,1.21288,1.23105
1.24661,1.15117,1.21288,1.23105
1.24661,1.15117,1.21288,1.23105
1.24661,1.15117,1.21288,1.23105
1.24661,1.15117,1.21288,1.23105
1.24661,1.15117,1.21288,1.23105
1.24661,1.15117,1.21288,1.23105
1.21535,1.13378,1.21572,1.25895
1.21535,1.13378,1.21572,1.25895
1.21535,1.13378,1.21572,1.25895
1.23911,1.14304,1.19851,1.34116
1.23911,1.14304,1.19851,1.34116
1.23911,1.14304,1.19851,1.34116
1.23911,1.14304,1.19851,1.34116
1.23911,1.14304,1.19851,1.34116
1.23911,1.14304,1.19851,1.34116
1.23911,1.14304,1.19851,1.34116
1.23911,1.14304,1.19851,1.34116
1.23911,1.14304,1.19851,1.34116
1.23911,1.14304,1.19851,1.34116
1.29616,1.14144,1.20831,1.34671
1.26589,1.14558,1.21658,1.36786
1.26589,1.14558,1.21658,1.36786
1.26589,1.14558,1.21658,1.36786
1.26589,1.14558,1.21658,1.36786
1.26589,1.14558,1.21658,1.36786
1.26589,1.14558,1.21658,1.36786
1.26589,1.14558,1.21658,1.36786
1.25568,1.14888,1.22852,1.39176
1.25568,1.14888,1.22852,1.39176
1.25568,1.14888,1.22852,1.39176
1.25568,1.14888,1.22852,1.39176
1.25568,1.14888,1.22852,1.39176
1.25568,1.14888,1.22852,1.39176
1.27103,1.16021,1.22627,1.38742
1.27103,1.16021,1.22627,1.38742
1.29033,1.14646,1.21168,1.36361
1.29033,1.14646,1.21168,1.36361
1.29033,1.14646,1.21168,1.36361
1.29033,1.14646,1.21168,1.36361
1.29033,1.14646,1.21168,1.36361
1.27436,1.13139,1.23699,1.34511
1.27436,1.13139,1.23699,1.34511
1.27436,1.13139,1.23699,1.34511
1.27436,1.13139,1.23699,1.34511
1.27436,1.13139,1.23699,1.34511
1.27436,1.13139,1.23699,1.34511
1.27436,1.13139,1.23699,1.34511
1.27436,1.13139,1.23699,1.34511
1.27436,1.13139,1.23699,1.34511
1.27436,1.13139,1.23699,1.34511
1.27436,1.13139,1.23699,1.34511
1.27436,1.13139,1.23699,1.34511
1.27436,1.13139,1.23699,1.34511
1.27436,1.13139,1.23699,1.34511
1.27436,1.13139,1.23699,1.34511
1.27436,1.13139,1.23699,1.34511
1.27436,1.13139,1.23699,1.34511
1.27436,1.13139,1.23699,1.34511
1.27436,1.13139,1.23699,1.34511
1.27436,1.13139,1.23699,1.34511
1.27436,1.13139,1.23699,1.34511
1.27436,1.13139,1.23699,1.34511
1.27436,1.13139,1.23699,1.34511
1.27436,1.13139,1.23699,1.34511
1.27436,1.13139,1.23699,1.34511
1.27436,1.13139,1.23699,1.34511
1.27436,1.13139,1.23699,1.34511
1.27436,1.13139,1.23699,1.34511
1.27436,1.13139,1.23699,1.34511
1.27436,1.13139,1.23699,1.34511
1.27436,1.13139,1.23699,1.34511
1.27436,1.13139,1.23699,1.34511
1.27436,1.13139,1.23699,1.34511
