# ICODE=1701080941, JCODE=0
# Normalized GAUSSIAN BF, SIGMA_GAUSS=0.3
# NSAMPLE=100000, Tblast=100, UPERPblast(x,y)=(0.75,0.75)
# BARYON_FUDGE=0.75
# ------- normalization=-0.00527037 -----------------
#dely    BF
0.050  0.0320  0.0003
0.150  0.0367  0.0003
0.250  0.0357  0.0003
0.350  0.0180  0.0002
0.450  0.0079  0.0001
0.550  0.0008  0.0000
0.650 -0.0026 -0.0000
0.750 -0.0122 -0.0001
0.850 -0.0115 -0.0001
0.950 -0.0226 -0.0003
1.050 -0.0230 -0.0003
1.150 -0.0201 -0.0003
1.250 -0.0246 -0.0004
1.350 -0.0198 -0.0004
1.450 -0.0215 -0.0005
1.550 -0.0151 -0.0004
1.650 -0.0057 -0.0002
1.750 -0.0050 -0.0003
