# ICODE=1701080941, JCODE=0
# Normalized GAUSSIAN BF, SIGMA_GAUSS=0.3
# NSAMPLE=100000, Tblast=100, UPERPblast(x,y)=(0.75,0.75)
# BARYON_FUDGE=0.75
# ------- normalization=0.366009 -----------------
#dely    BF
0.050  0.6241  0.0043
0.150  0.5710  0.0041
0.250  0.5056  0.0038
0.350  0.4562  0.0036
0.450  0.3574  0.0029
0.550  0.2920  0.0026
0.650  0.2691  0.0025
0.750  0.1957  0.0020
0.850  0.1267  0.0014
0.950  0.0874  0.0010
1.050  0.0725  0.0010
1.150  0.0397  0.0006
1.250  0.0371  0.0006
1.350  0.0214  0.0004
1.450  0.0062  0.0001
1.550  0.0018  0.0001
1.650 -0.0018 -0.0001
1.750 -0.0020 -0.0001
