# ICODE=1701080941, JCODE=0
# Normalized GAUSSIAN BF, SIGMA_GAUSS=0.3
# NSAMPLE=100000, Tblast=100, UPERPblast(x,y)=(0.75,0.75)
# BARYON_FUDGE=0.75
# ------- normalization=-0.0560618 -----------------
#dely    BF
0.050 -0.0220 -0.0002
0.150 -0.0237 -0.0002
0.250 -0.0164 -0.0002
0.350 -0.0341 -0.0003
0.450 -0.0391 -0.0004
0.550 -0.0358 -0.0004
0.650 -0.0458 -0.0005
0.750 -0.0370 -0.0004
0.850 -0.0429 -0.0006
0.950 -0.0386 -0.0005
1.050 -0.0459 -0.0007
1.150 -0.0436 -0.0007
1.250 -0.0383 -0.0007
1.350 -0.0348 -0.0007
1.450 -0.0309 -0.0007
1.550 -0.0154 -0.0004
1.650 -0.0124 -0.0005
1.750 -0.0040 -0.0002
