0 0 2.66769e-14 -2.05394e-19
0.49975 0 -2.10132e-14 -2.79639e-18
0.9995 0 1.47817e-16 -1.66088e-18
1.49925 0 -3.98473e-15 -1.69626e-18
1.999 0 1.80894e-14 3.88204e-18
2.49875 0 -2.3642e-14 -2.56725e-18
2.9985 0 2.67786e-14 -3.29652e-18
3.49825 0 -1.04774e-14 -3.52168e-18
3.998 0 1.41976e-14 1.61909e-18
4.49775 0 -2.04294e-14 -2.43532e-18
4.9975 0 1.19903e-14 7.9809e-18
5.49725 0 -1.74621e-14 -1.15516e-18
5.997 0 3.41673e-15 4.35405e-18
6.49675 0 2.45892e-15 4.38065e-18
6.9965 0 5.59069e-15 -4.43098e-19
7.49625 0 2.32033e-15 4.8638e-19
7.996 0 -8.93853e-15 1.46037e-18
8.49575 0 -4.71304e-16 -2.3248e-18
8.9955 0 5.32846e-15 -2.81493e-18
9.49525 0 4.50709e-15 3.93403e-18
9.995 0 -3.05002e-15 -4.02112e-18
10.4948 0 1.31189e-14 1.66378e-18
10.9945 0 -4.5819e-15 -6.76857e-19
11.4943 0 -1.50586e-14 2.50849e-18
11.994 0 1.71694e-14 2.05452e-18
12.4938 0 -2.03872e-15 -1.43191e-18
12.9935 0 -2.26076e-14 -3.92164e-18
13.4933 0 2.045e-14 -2.73031e-18
13.993 0 -8.01659e-15 -4.34217e-18
14.4928 0 -6.28959e-15 2.34219e-18
14.9925 0 1.27243e-14 5.52131e-18
15.4923 0 -2.83752e-15 -3.16021e-19
15.992 0 4.56383e-15 -2.76131e-19
16.4918 0 -2.57941e-14 -2.04074e-18
16.9915 0 2.86855e-14 -5.62446e-18
17.4913 0 -1.21228e-14 2.16359e-18
17.991 0 2.11331e-14 -3.29662e-18
18.4908 0 -2.27908e-14 -5.1922e-19
18.9905 0 2.9003e-14 7.81821e-18
19.4903 0 -3.23669e-14 -1.84544e-18
19.99 0 8.11325e-15 -2.41983e-18
20.4898 0 -2.21869e-14 -6.39565e-18
20.9895 0 4.61757e-14 -1.32078e-18
21.4893 0 -4.11319e-14 -4.54292e-18
21.989 0 1.88428e-14 -2.67133e-18
22.4888 0 -4.46145e-15 -3.38369e-18
22.9885 0 6.24411e-15 2.61452e-18
23.4883 0 -8.25928e-15 3.6583e-19
23.988 0 -1.77256e-16 4.91201e-19
24.4878 0 -1.37818e-14 -8.32896e-19
24.9875 0 2.75382e-14 -1.79662e-18
25.4873 0 -1.27752e-14 -1.97866e-18
25.987 0 3.17036e-15 -1.89577e-18
26.4868 0 -1.14147e-15 -1.63362e-18
26.9865 0 -1.26353e-14 1.21345e-18
27.4863 0 7.83753e-15 -3.77813e-18
27.986 0 -5.08156e-15 2.2245e-18
