# ICODE=321, JCODE=-2212
# Normalized GAUSSIAN BF, SIGMA_GAUSS=0.3
# NSAMPLE=100000, Tblast=100, UPERPblast(x,y)=(0.75,0.75)
# BARYON_FUDGE=0.75
# ------- normalization=-0.0237885 -----------------
#dely    BF
0.050 -0.0399 -0.0039
0.150 -0.0414 -0.0040
0.250 -0.0378 -0.0042
0.350 -0.0342 -0.0036
0.450 -0.0218 -0.0027
0.550 -0.0109 -0.0015
0.650 -0.0110 -0.0015
0.750 -0.0185 -0.0030
0.850 -0.0104 -0.0020
0.950 -0.0044 -0.0010
1.050 -0.0054 -0.0013
1.150 -0.0005 -0.0002
1.250 -0.0019 -0.0009
1.350  0.0000  0.0000
1.450  0.0002  0.0001
1.550  0.0000  0.0000
1.650  0.0000  0.0000
1.750  0.0000  0.0000
