-0.1 1.3237e-06
-0.099 1.92157e-06
-0.098 2.77791e-06
-0.097 3.99923e-06
-0.096 5.73359e-06
-0.095 8.18594e-06
-0.094 1.16386e-05
-0.093 1.64785e-05
-0.092 2.32339e-05
-0.091 3.26218e-05
-0.09 4.56116e-05
-0.089 6.35068e-05
-0.088 8.80523e-05
-0.087 0.000121572
-0.086 0.000167147
-0.085 0.00022884
-0.084 0.000311983
-0.083 0.000423537
-0.082 0.000572547
-0.081 0.000770704
-0.08 0.00103304
-0.079 0.00137878
-0.078 0.0018324
-0.077 0.00242487
-0.076 0.00319519
-0.075 0.00419216
-0.074 0.0054766
-0.073 0.00712379
-0.072 0.00922643
-0.071 0.011898
-0.07 0.0152766
-0.069 0.0195294
-0.068 0.0248573
-0.067 0.0315004
-0.066 0.0397439
-0.065 0.0499241
-0.064 0.0624354
-0.063 0.0777363
-0.062 0.0963572
-0.061 0.118906
-0.06 0.146075
-0.059 0.178645
-0.058 0.217492
-0.057 0.263586
-0.056 0.317994
-0.055 0.381878
-0.054 0.456487
-0.053 0.54315
-0.052 0.643261
-0.051 0.758262
-0.05 0.889615
-0.049 1.03878
-0.048 1.20717
-0.047 1.39612
-0.046 1.60682
-0.045 1.84029
-0.044 2.09732
-0.043 2.37836
-0.042 2.68353
-0.041 3.01251
-0.04 3.36449
-0.039 3.73811
-0.038 4.13142
-0.037 4.54182
-0.036 4.96606
-0.035 5.40019
-0.034 5.83958
-0.033 6.27897
-0.032 6.71247
-0.031 7.13368
-0.03 7.53573
-0.029 7.91148
-0.028 8.25357
-0.027 8.55466
-0.026 8.80758
-0.025 9.00555
-0.024 9.14237
-0.023 9.21262
-0.022 9.21191
-0.021 9.13704
-0.02 8.98617
-0.019 8.75901
-0.018 8.45691
-0.017 8.08292
-0.016 7.64188
-0.015 7.14033
-0.014 6.58646
-0.013 5.99003
-0.012 5.36212
-0.011 4.71494
-0.01 4.06156
-0.009 3.4156
-0.008 2.79084
-0.007 2.20095
-0.006 1.65905
-0.005 1.17741
-0.004 0.76705
-0.003 0.437469
-0.002 0.196359
-0.001 0.0493813
0 1.04465e-15
0.001 0.0493813
0.002 0.196359
0.003 0.437469
0.004 0.76705
0.005 1.17741
0.006 1.65905
0.007 2.20095
0.008 2.79084
0.009 3.4156
0.01 4.06156
0.011 4.71494
0.012 5.36212
0.013 5.99003
0.014 6.58646
0.015 7.14033
0.016 7.64188
0.017 8.08292
0.018 8.45691
0.019 8.75901
0.02 8.98617
0.021 9.13704
0.022 9.21191
0.023 9.21262
0.024 9.14237
0.025 9.00555
0.026 8.80758
0.027 8.55466
0.028 8.25357
0.029 7.91148
0.03 7.53573
0.031 7.13368
0.032 6.71247
0.033 6.27897
0.034 5.83958
0.035 5.40019
0.036 4.96606
0.037 4.54182
0.038 4.13142
0.039 3.73811
0.04 3.36449
0.041 3.01251
0.042 2.68353
0.043 2.37836
0.044 2.09732
0.045 1.84029
0.046 1.60682
0.047 1.39612
0.048 1.20717
0.049 1.03878
0.05 0.889615
0.051 0.758262
0.052 0.643261
0.053 0.54315
0.054 0.456487
0.055 0.381878
0.056 0.317994
0.057 0.263586
0.058 0.217492
0.059 0.178645
0.06 0.146075
0.061 0.118906
0.062 0.0963572
0.063 0.0777363
0.064 0.0624354
0.065 0.0499241
0.066 0.0397439
0.067 0.0315004
0.068 0.0248573
0.069 0.0195294
0.07 0.0152766
0.071 0.011898
0.072 0.00922643
0.073 0.00712379
0.074 0.0054766
0.075 0.00419216
0.076 0.00319519
0.077 0.00242487
0.078 0.0018324
0.079 0.00137878
0.08 0.00103304
0.081 0.000770704
0.082 0.000572547
0.083 0.000423537
0.084 0.000311983
0.085 0.00022884
0.086 0.000167147
0.087 0.000121572
0.088 8.80523e-05
0.089 6.35068e-05
0.09 4.56116e-05
0.091 3.26218e-05
0.092 2.32339e-05
0.093 1.64785e-05
0.094 1.16386e-05
0.095 8.18594e-06
0.096 5.73359e-06
0.097 3.99923e-06
0.098 2.77791e-06
0.099 1.92157e-06
