# ICODE=1701080941, JCODE=0
# Normalized GAUSSIAN BF, SIGMA_GAUSS=0.3
# NSAMPLE=100000, Tblast=100, UPERPblast(x,y)=(0.75,0.75)
# BARYON_FUDGE=0.75
# ------- normalization=-0.00116465 -----------------
#dely    BF
0.050 -0.0270 -0.0002
0.150 -0.0196 -0.0002
0.250 -0.0197 -0.0002
0.350 -0.0149 -0.0001
0.450 -0.0112 -0.0001
0.550  0.0026  0.0000
0.650 -0.0002 -0.0000
0.750  0.0015  0.0000
0.850  0.0048  0.0001
0.950  0.0064  0.0001
1.050  0.0223  0.0003
1.150  0.0112  0.0002
1.250  0.0089  0.0002
1.350  0.0088  0.0002
1.450  0.0095  0.0002
1.550  0.0034  0.0001
1.650  0.0004  0.0000
1.750  0.0011  0.0001
