# ICODE=0, JCODE=0
# Normalized GAUSSIAN BF, SIGMA_GAUSS=0.3
# NSAMPLE=100000, Tblast=100, UPERPblast(x,y)=(0.75,0.75)
# BARYON_FUDGE=0.75
# ------- normalization=-0.0727377 -----------------
#dely    BF
0.050 -0.0493 -0.0004
0.150 -0.0574 -0.0005
0.250 -0.0538 -0.0005
0.350 -0.0757 -0.0007
0.450 -0.0445 -0.0004
0.550 -0.0408 -0.0004
0.650 -0.0517 -0.0006
0.750 -0.0421 -0.0005
0.850 -0.0569 -0.0007
0.950 -0.0530 -0.0007
1.050 -0.0301 -0.0004
1.150 -0.0445 -0.0007
1.250 -0.0337 -0.0006
1.350 -0.0280 -0.0006
1.450 -0.0288 -0.0007
1.550 -0.0203 -0.0006
1.650 -0.0149 -0.0006
1.750 -0.0016 -0.0001
