# ICODE=0, JCODE=0
# Normalized GAUSSIAN BF, SIGMA_GAUSS=0.3
# NSAMPLE=100000, Tblast=100, UPERPblast(x,y)=(0.75,0.75)
# BARYON_FUDGE=0.75
# ------- normalization=-0.0273173 -----------------
#dely    BF
0.050 -0.0292 -0.0002
0.150 -0.0456 -0.0003
0.250 -0.0380 -0.0003
0.350 -0.0190 -0.0001
0.450 -0.0247 -0.0002
0.550 -0.0252 -0.0002
0.650 -0.0087 -0.0001
0.750 -0.0167 -0.0002
0.850 -0.0174 -0.0002
0.950 -0.0155 -0.0002
1.050 -0.0173 -0.0002
1.150 -0.0087 -0.0001
1.250 -0.0017 -0.0000
1.350 -0.0038 -0.0001
1.450 -0.0039 -0.0001
1.550 -0.0003 -0.0000
1.650  0.0012  0.0000
1.750  0.0015  0.0001
